	cast	year	month	day	depth	do	season
783	46	2018	8	31	0.3	5.6	summer
784	46	2018	8	31	0.61	5.5	summer
785	46	2018	8	31	0.91	5.5	summer
786	46	2018	8	31	1.22	5.4	summer
787	46	2018	8	31	1.52	5.4	summer
788	46	2018	8	31	1.83	0.5	summer
789	46	2018	8	31	2.13	0.2	summer
790	46	2018	8	31	2.44	0.1	summer
791	46	2018	8	31	2.74	0.1	summer
792	46	2018	8	31	3.05	0.1	summer
793	46	2018	8	31	3.35	0	summer
794	46	2018	8	31	3.66	0	summer
795	46	2018	8	31	3.96	0	summer
796	46	2018	8	31	4.27	0	summer
797	46	2018	8	31	4.57	0.3	summer
798	47	2018	9	4	0	5.2	fall
799	47	2018	9	4	0.3	5.2	fall
800	47	2018	9	4	0.61	5.1	fall
801	47	2018	9	4	0.91	4.9	fall
802	47	2018	9	4	1.22	4.6	fall
803	47	2018	9	4	1.52	4.1	fall
804	47	2018	9	4	1.83	3.7	fall
805	47	2018	9	4	2.13	0.6	fall
806	47	2018	9	4	2.44	0.2	fall
807	47	2018	9	4	2.74	0.1	fall
808	47	2018	9	4	3.05	0.1	fall
809	47	2018	9	4	3.35	0.1	fall
810	47	2018	9	4	3.66	0.1	fall
811	47	2018	9	4	3.96	0	fall
812	47	2018	9	4	4.27	0.1	fall
813	47	2018	9	4	4.57	0.2	fall
814	47	2018	9	4	4.88	0.6	fall
815	47	2018	9	4	5.18	0.8	fall
816	48	2018	9	7	0	5.3	fall
817	48	2018	9	7	0.3	5.3	fall
818	48	2018	9	7	0.61	5.1	fall
819	48	2018	9	7	0.91	4.9	fall
820	48	2018	9	7	1.22	4.9	fall
821	48	2018	9	7	1.52	4.6	fall
822	48	2018	9	7	1.83	3.2	fall
823	48	2018	9	7	2.13	0.8	fall
824	48	2018	9	7	2.44	0.2	fall
825	48	2018	9	7	2.74	0.1	fall
826	48	2018	9	7	3.05	0.1	fall
827	48	2018	9	7	3.35	0.1	fall
828	48	2018	9	7	3.66	0	fall
829	48	2018	9	7	3.96	0.1	fall
830	48	2018	9	7	4.27	0.1	fall
831	48	2018	9	7	4.57	0.6	fall
832	48	2018	9	7	4.88	0.8	fall
833	48	2018	9	7	5.18	1	fall
834	49	2018	9	12	0	7	fall
835	49	2018	9	12	0.3	6.9	fall
836	49	2018	9	12	0.61	6.6	fall
837	49	2018	9	12	0.91	6.5	fall
838	49	2018	9	12	1.22	6.4	fall
839	49	2018	9	12	1.52	6.4	fall
840	49	2018	9	12	1.83	5.6	fall
841	49	2018	9	12	2.13	1.7	fall
842	49	2018	9	12	2.44	0.3	fall
843	49	2018	9	12	2.74	0.1	fall
844	49	2018	9	12	3.05	0.1	fall
845	49	2018	9	12	3.35	0	fall
846	49	2018	9	12	3.66	0	fall
847	49	2018	9	12	3.96	0.2	fall
848	49	2018	9	12	4.27	0.3	fall
849	49	2018	9	12	4.57	0.5	fall
850	49	2018	9	12	4.88	0.9	fall
851	49	2018	9	12	5.18	1.2	fall
852	50	2018	9	14	0	5.9	fall
853	50	2018	9	14	0.3	5.8	fall
854	50	2018	9	14	0.61	5.7	fall
855	50	2018	9	14	0.91	5.4	fall
856	50	2018	9	14	1.22	5.3	fall
857	50	2018	9	14	1.52	4.9	fall
858	50	2018	9	14	1.83	3.7	fall
859	50	2018	9	14	2.13	1	fall
860	50	2018	9	14	2.44	0.4	fall
861	50	2018	9	14	2.74	0.3	fall
862	50	2018	9	14	3.05	0.2	fall
863	50	2018	9	14	3.35	0.2	fall
864	50	2018	9	14	3.66	0.2	fall
865	50	2018	9	14	3.96	0.3	fall
866	50	2018	9	14	4.27	0.3	fall
867	50	2018	9	14	4.57	0.7	fall
868	50	2018	9	14	4.88	1.4	fall
869	50	2018	9	14	5.18	1.8	fall
870	51	2018	9	17	0	7.4	fall
871	51	2018	9	17	0.3	7.2	fall
872	51	2018	9	17	0.61	7.2	fall
873	51	2018	9	17	0.91	7	fall
874	51	2018	9	17	1.22	7	fall
875	51	2018	9	17	1.52	7.1	fall
876	51	2018	9	17	1.83	7	fall
877	51	2018	9	17	2.13	1.5	fall
878	51	2018	9	17	2.44	0.7	fall
879	51	2018	9	17	2.74	0.4	fall
880	51	2018	9	17	3.05	0.3	fall
881	51	2018	9	17	3.35	0.2	fall
882	51	2018	9	17	3.66	0.2	fall
883	51	2018	9	17	3.96	0.2	fall
884	51	2018	9	17	4.27	0.2	fall
885	51	2018	9	17	4.57	0.1	fall
886	51	2018	9	17	4.88	0.2	fall
887	51	2018	9	17	5.18	0.3	fall
888	52	2018	9	20	0	4.8	fall
889	52	2018	9	20	0.3	4.9	fall
890	52	2018	9	20	0.61	4.7	fall
891	52	2018	9	20	0.91	4.7	fall
892	52	2018	9	20	1.22	4.7	fall
893	52	2018	9	20	1.52	4.6	fall
894	52	2018	9	20	1.83	4.4	fall
895	52	2018	9	20	2.13	2.9	fall
896	52	2018	9	20	2.44	1.8	fall
897	52	2018	9	20	2.74	0.6	fall
898	52	2018	9	20	3.05	0.2	fall
899	52	2018	9	20	3.35	0.1	fall
900	52	2018	9	20	3.66	0.1	fall
901	52	2018	9	20	3.96	0.1	fall
902	52	2018	9	20	4.27	0.2	fall
903	52	2018	9	20	4.57	0.3	fall
904	52	2018	9	20	4.88	1.3	fall
905	52	2018	9	20	5.18	1.6	fall
906	53	2018	9	25	0	6.7	fall
907	53	2018	9	25	0.3	6.3	fall
908	53	2018	9	25	0.61	6	fall
909	53	2018	9	25	0.91	5.9	fall
910	53	2018	9	25	1.22	5.9	fall
911	53	2018	9	25	1.52	5.8	fall
912	53	2018	9	25	1.83	5.8	fall
913	53	2018	9	25	2.13	5.6	fall
914	53	2018	9	25	2.44	2.5	fall
915	53	2018	9	25	2.74	1	fall
916	53	2018	9	25	3.05	0.7	fall
917	53	2018	9	25	3.35	0.6	fall
918	53	2018	9	25	3.66	0.5	fall
919	53	2018	9	25	3.96	0.5	fall
920	53	2018	9	25	4.27	0.5	fall
921	53	2018	9	25	4.57	0.5	fall
922	53	2018	9	25	4.88	0.7	fall
923	53	2018	9	25	5.18	1.7	fall
924	54	2018	9	28	0	6.7	fall
925	54	2018	9	28	0.3	6.5	fall
926	54	2018	9	28	0.61	6.5	fall
927	54	2018	9	28	0.91	6.2	fall
928	54	2018	9	28	1.22	6.2	fall
929	54	2018	9	28	1.52	6.2	fall
930	54	2018	9	28	1.83	5.8	fall
931	54	2018	9	28	2.13	5.9	fall
932	54	2018	9	28	2.44	5.6	fall
933	54	2018	9	28	2.74	5.6	fall
934	54	2018	9	28	3.05	5.4	fall
935	54	2018	9	28	3.35	0.7	fall
936	54	2018	9	28	3.66	0.2	fall
937	54	2018	9	28	3.96	0.1	fall
938	54	2018	9	28	4.27	0.1	fall
939	54	2018	9	28	4.57	0.1	fall
940	54	2018	9	28	4.88	0.2	fall
941	54	2018	9	28	5.18	0.2	fall
942	55	2018	10	1	0	8	fall
943	55	2018	10	1	0.3	7.7	fall
944	55	2018	10	1	0.61	7.4	fall
945	55	2018	10	1	0.91	7.3	fall
946	55	2018	10	1	1.22	7.3	fall
947	55	2018	10	1	1.52	7.3	fall
948	55	2018	10	1	1.83	7.2	fall
949	55	2018	10	1	2.13	7.2	fall
950	55	2018	10	1	2.44	7.2	fall
951	55	2018	10	1	2.74	7.2	fall
952	55	2018	10	1	3.05	7.2	fall
953	55	2018	10	1	3.35	0.8	fall
954	55	2018	10	1	3.66	0.5	fall
955	55	2018	10	1	3.96	0.3	fall
956	55	2018	10	1	4.27	0.3	fall
957	55	2018	10	1	4.57	0.4	fall
958	55	2018	10	1	4.88	0.5	fall
959	55	2018	10	1	5.18	0.9	fall
960	56	2018	10	3	0	7	fall
961	56	2018	10	3	0.3	6.7	fall
962	56	2018	10	3	0.61	6.5	fall
963	56	2018	10	3	0.91	6.3	fall
964	56	2018	10	3	1.22	6.1	fall
965	56	2018	10	3	1.52	5.9	fall
966	56	2018	10	3	1.83	5.8	fall
967	56	2018	10	3	2.13	5.6	fall
968	56	2018	10	3	2.44	5.6	fall
969	56	2018	10	3	2.74	5.5	fall
970	56	2018	10	3	3.05	3.1	fall
971	56	2018	10	3	3.35	0.7	fall
972	56	2018	10	3	3.66	0.4	fall
973	56	2018	10	3	3.96	0.2	fall
974	56	2018	10	3	4.27	0.2	fall
975	56	2018	10	3	4.57	0.3	fall
976	56	2018	10	3	4.88	0.7	fall
977	56	2018	10	3	5.18	0.9	fall
978	57	2018	10	8	0	8	fall
979	57	2018	10	8	0.3	7.7	fall
980	57	2018	10	8	0.61	7.5	fall
981	57	2018	10	8	0.91	7.4	fall
982	57	2018	10	8	1.22	7.4	fall
983	57	2018	10	8	1.52	6.7	fall
984	57	2018	10	8	1.83	5.9	fall
985	57	2018	10	8	2.13	4.3	fall
986	57	2018	10	8	2.44	2.3	fall
987	57	2018	10	8	2.74	0.6	fall
988	57	2018	10	8	3.05	0.4	fall
989	57	2018	10	8	3.35	0.3	fall
990	57	2018	10	8	3.66	0.2	fall
991	57	2018	10	8	3.96	0.2	fall
992	57	2018	10	8	4.27	0.2	fall
993	57	2018	10	8	4.57	0.2	fall
994	57	2018	10	8	4.88	0.3	fall
995	57	2018	10	8	5.18	0.6	fall
996	58	2018	10	10	0	7.9	fall
997	58	2018	10	10	0.3	7.3	fall
998	58	2018	10	10	0.61	7.2	fall
999	58	2018	10	10	0.91	7.1	fall
1000	58	2018	10	10	1.22	7.2	fall
1001	58	2018	10	10	1.52	7.2	fall
1002	58	2018	10	10	1.83	6.9	fall
1003	58	2018	10	10	2.13	2.7	fall
1004	58	2018	10	10	2.44	1.2	fall
1005	58	2018	10	10	2.74	0.3	fall
1006	58	2018	10	10	3.05	0.2	fall
1007	58	2018	10	10	3.35	0.2	fall
1008	58	2018	10	10	3.66	0.2	fall
1009	58	2018	10	10	3.96	0.2	fall
1010	58	2018	10	10	4.27	0.2	fall
1011	58	2018	10	10	4.57	0.3	fall
1012	58	2018	10	10	4.88	0.6	fall
1013	58	2018	10	10	5.18	1	fall
