cast	year	month	day	depth	temp	season
41	2018	8	13	4.88	18.5	summer
41	2018	8	13	5.18	17.8	summer
42	2018	8	16	0	27.5	summer
42	2018	8	16	0.3	27.4	summer
42	2018	8	16	0.61	27.3	summer
42	2018	8	16	0.91	27.1	summer
42	2018	8	16	1.22	28.1	summer
42	2018	8	16	1.52	28.3	summer
42	2018	8	16	1.83	28.3	summer
42	2018	8	16	2.13	28	summer
42	2018	8	16	2.44	27.7	summer
42	2018	8	16	2.74	27.3	summer
42	2018	8	16	3.05	26.7	summer
42	2018	8	16	3.35	26.1	summer
42	2018	8	16	3.66	25.4	summer
42	2018	8	16	3.96	24.3	summer
42	2018	8	16	4.27	22.6	summer
42	2018	8	16	4.57	20.5	summer
42	2018	8	16	4.88	18.5	summer
42	2018	8	16	5.18	17.2	summer
43	2018	8	20	0	23.9	summer
43	2018	8	20	0.3	23.9	summer
43	2018	8	20	0.61	23.9	summer
43	2018	8	20	0.91	23.9	summer
43	2018	8	20	1.22	24.6	summer
43	2018	8	20	1.52	26.7	summer
43	2018	8	20	1.83	28.1	summer
43	2018	8	20	2.13	28.1	summer
43	2018	8	20	2.44	27.8	summer
43	2018	8	20	2.74	27.3	summer
43	2018	8	20	3.05	26.6	summer
43	2018	8	20	3.35	26.1	summer
43	2018	8	20	3.66	25.6	summer
43	2018	8	20	3.96	23.7	summer
43	2018	8	20	4.27	22.1	summer
43	2018	8	20	4.57	21.2	summer
43	2018	8	20	4.88	18.6	summer
43	2018	8	20	5.18	17.3	summer
44	2018	8	23	0	23.8	summer
44	2018	8	23	0.3	23.8	summer
44	2018	8	23	0.61	23.8	summer
44	2018	8	23	0.91	23.8	summer
44	2018	8	23	1.22	23.8	summer
44	2018	8	23	1.52	23.8	summer
44	2018	8	23	1.83	23.8	summer
44	2018	8	23	2.13	26.9	summer
44	2018	8	23	2.44	27.6	summer
44	2018	8	23	2.74	27.4	summer
44	2018	8	23	3.05	26.7	summer
44	2018	8	23	3.35	25.9	summer
44	2018	8	23	3.66	25	summer
44	2018	8	23	3.96	24	summer
44	2018	8	23	4.27	22.5	summer
44	2018	8	23	4.57	20.8	summer
44	2018	8	23	4.88	19.2	summer
44	2018	8	23	5.18	17.9	summer
45	2018	8	29	0	27.1	summer
45	2018	8	29	0.3	27.1	summer
45	2018	8	29	0.61	27.1	summer
45	2018	8	29	0.91	27.1	summer
45	2018	8	29	1.22	27.1	summer
45	2018	8	29	1.52	27.1	summer
45	2018	8	29	1.83	27.1	summer
45	2018	8	29	2.13	26.7	summer
45	2018	8	29	2.44	27.1	summer
45	2018	8	29	2.74	27.1	summer
45	2018	8	29	3.05	26.5	summer
45	2018	8	29	3.35	25.6	summer
45	2018	8	29	3.66	24.5	summer
45	2018	8	29	3.96	23.2	summer
45	2018	8	29	4.27	21.9	summer
45	2018	8	29	4.57	20.2	summer
45	2018	8	29	4.88	18.7	summer
45	2018	8	29	5.18	17.6	summer
46	2018	8	31	0	26.4	summer
46	2018	8	31	0.3	26.4	summer
46	2018	8	31	0.61	26.4	summer
46	2018	8	31	0.91	26.4	summer
46	2018	8	31	1.22	26.4	summer
46	2018	8	31	1.52	26.5	summer
46	2018	8	31	1.83	26.7	summer
46	2018	8	31	2.13	27.3	summer
46	2018	8	31	2.44	27.2	summer
46	2018	8	31	2.74	27	summer
46	2018	8	31	3.05	26.2	summer
46	2018	8	31	3.35	25.5	summer
46	2018	8	31	3.66	24.4	summer
46	2018	8	31	3.96	23.3	summer
46	2018	8	31	4.27	22	summer
46	2018	8	31	4.57	20.4	summer
47	2018	9	4	0	26.8	fall
47	2018	9	4	0.3	26.7	fall
47	2018	9	4	0.61	26.3	fall
47	2018	9	4	0.91	26	fall
47	2018	9	4	1.22	25.8	fall
47	2018	9	4	1.52	25.6	fall
47	2018	9	4	1.83	25.5	fall
47	2018	9	4	2.13	25.8	fall
47	2018	9	4	2.44	26.7	fall
47	2018	9	4	2.74	26.7	fall
47	2018	9	4	3.05	26.2	fall
47	2018	9	4	3.35	25.6	fall
47	2018	9	4	3.66	24.5	fall
47	2018	9	4	3.96	23.3	fall
47	2018	9	4	4.27	22	fall
47	2018	9	4	4.57	20.7	fall
47	2018	9	4	4.88	18.8	fall
47	2018	9	4	5.18	18	fall
48	2018	9	7	0	26	fall
48	2018	9	7	0.3	26	fall
48	2018	9	7	0.61	26	fall
48	2018	9	7	0.91	26	fall
48	2018	9	7	1.22	26.1	fall
48	2018	9	7	1.52	26.1	fall
48	2018	9	7	1.83	26.1	fall
48	2018	9	7	2.13	26.4	fall
48	2018	9	7	2.44	26.4	fall
48	2018	9	7	2.74	26.2	fall
48	2018	9	7	3.05	25.9	fall
48	2018	9	7	3.35	25.3	fall
48	2018	9	7	3.66	24.2	fall
48	2018	9	7	3.96	23.1	fall
48	2018	9	7	4.27	21.9	fall
48	2018	9	7	4.57	20.5	fall
48	2018	9	7	4.88	19.3	fall
48	2018	9	7	5.18	18.1	fall
49	2018	9	12	0	23.1	fall
49	2018	9	12	0.3	23	fall
49	2018	9	12	0.61	22.9	fall
49	2018	9	12	0.91	22.7	fall
49	2018	9	12	1.22	22.4	fall
49	2018	9	12	1.52	22	fall
49	2018	9	12	1.83	21.6	fall
49	2018	9	12	2.13	21.6	fall
49	2018	9	12	2.44	22.3	fall
49	2018	9	12	2.74	23	fall
49	2018	9	12	3.05	23.4	fall
49	2018	9	12	3.35	23.3	fall
49	2018	9	12	3.66	23.1	fall
49	2018	9	12	3.96	22.2	fall
49	2018	9	12	4.27	21.5	fall
49	2018	9	12	4.57	20.6	fall
49	2018	9	12	4.88	19.6	fall
49	2018	9	12	5.18	18.4	fall
50	2018	9	14	0	22.3	fall
50	2018	9	14	0.3	22.3	fall
50	2018	9	14	0.61	22.3	fall
50	2018	9	14	0.91	22.2	fall
50	2018	9	14	1.22	22.2	fall
50	2018	9	14	1.52	22.3	fall
50	2018	9	14	1.83	22.3	fall
50	2018	9	14	2.13	22.2	fall
50	2018	9	14	2.44	22.4	fall
50	2018	9	14	2.74	22.9	fall
50	2018	9	14	3.05	23.3	fall
50	2018	9	14	3.35	23.3	fall
50	2018	9	14	3.66	22.9	fall
50	2018	9	14	3.96	22.4	fall
50	2018	9	14	4.27	21.5	fall
50	2018	9	14	4.57	20.5	fall
50	2018	9	14	4.88	19.5	fall
50	2018	9	14	5.18	18.4	fall
51	2018	9	17	0	24.5	fall
51	2018	9	17	0.3	24.5	fall
51	2018	9	17	0.61	24.5	fall
51	2018	9	17	0.91	24.4	fall
51	2018	9	17	1.22	24.3	fall
51	2018	9	17	1.52	24.3	fall
51	2018	9	17	1.83	23.9	fall
51	2018	9	17	2.13	23.1	fall
51	2018	9	17	2.44	22.8	fall
51	2018	9	17	2.74	23	fall
51	2018	9	17	3.05	23.1	fall
51	2018	9	17	3.35	23.2	fall
51	2018	9	17	3.66	22.7	fall
51	2018	9	17	3.96	22.1	fall
51	2018	9	17	4.27	21.5	fall
51	2018	9	17	4.57	20.6	fall
51	2018	9	17	4.88	19.6	fall
51	2018	9	17	5.18	18.8	fall
52	2018	9	20	0	22.3	fall
52	2018	9	20	0.3	22.3	fall
52	2018	9	20	0.61	22.2	fall
52	2018	9	20	0.91	21.9	fall
52	2018	9	20	1.22	21.8	fall
52	2018	9	20	1.52	21.7	fall
52	2018	9	20	1.83	21.9	fall
52	2018	9	20	2.13	22.3	fall
52	2018	9	20	2.44	22.4	fall
52	2018	9	20	2.74	23.1	fall
52	2018	9	20	3.05	23.1	fall
52	2018	9	20	3.35	23	fall
52	2018	9	20	3.66	22.6	fall
52	2018	9	20	3.96	22.2	fall
52	2018	9	20	4.27	21.3	fall
52	2018	9	20	4.57	20.5	fall
52	2018	9	20	4.88	19.5	fall
52	2018	9	20	5.18	18.6	fall
53	2018	9	25	0	20	fall
53	2018	9	25	0.3	20	fall
53	2018	9	25	0.61	20	fall
53	2018	9	25	0.91	20	fall
53	2018	9	25	1.22	20.1	fall
53	2018	9	25	1.52	20.1	fall
53	2018	9	25	1.83	20.1	fall
53	2018	9	25	2.13	20.2	fall
53	2018	9	25	2.44	21	fall
53	2018	9	25	2.74	21.3	fall
53	2018	9	25	3.05	22.3	fall
53	2018	9	25	3.35	22.7	fall
53	2018	9	25	3.66	22.5	fall
53	2018	9	25	3.96	22	fall
53	2018	9	25	4.27	21.4	fall
53	2018	9	25	4.57	20.6	fall
53	2018	9	25	4.88	19.5	fall
53	2018	9	25	5.18	18.4	fall
54	2018	9	28	0	20	fall
54	2018	9	28	0.3	20.2	fall
54	2018	9	28	0.61	20.2	fall
54	2018	9	28	0.91	20.3	fall
54	2018	9	28	1.22	20.3	fall
54	2018	9	28	1.52	20.3	fall
54	2018	9	28	1.83	20.2	fall
54	2018	9	28	2.13	20.1	fall
54	2018	9	28	2.44	20	fall
54	2018	9	28	2.74	20	fall
54	2018	9	28	3.05	19.9	fall
54	2018	9	28	3.35	20.5	fall
54	2018	9	28	3.66	21	fall
54	2018	9	28	3.96	21.3	fall
54	2018	9	28	4.27	21	fall
54	2018	9	28	4.57	20.4	fall
54	2018	9	28	4.88	19.4	fall
54	2018	9	28	5.18	18.6	fall
55	2018	10	1	0	19.8	fall
55	2018	10	1	0.3	19.8	fall
55	2018	10	1	0.61	19.8	fall
55	2018	10	1	0.91	19.8	fall
55	2018	10	1	1.22	19.7	fall
55	2018	10	1	1.52	19.7	fall
55	2018	10	1	1.83	19.7	fall
55	2018	10	1	2.13	19.7	fall
55	2018	10	1	2.44	19.6	fall
55	2018	10	1	2.74	19.7	fall
55	2018	10	1	3.05	19.7	fall
55	2018	10	1	3.35	20.2	fall
55	2018	10	1	3.66	20.8	fall
55	2018	10	1	3.96	21.1	fall
55	2018	10	1	4.27	20.9	fall
55	2018	10	1	4.57	20.4	fall
55	2018	10	1	4.88	19.4	fall
55	2018	10	1	5.18	18.5	fall
56	2018	10	3	0	19.8	fall
56	2018	10	3	0.3	19.8	fall
56	2018	10	3	0.61	19.8	fall
56	2018	10	3	0.91	19.8	fall
56	2018	10	3	1.22	19.7	fall
56	2018	10	3	1.52	19.7	fall
56	2018	10	3	1.83	19.7	fall
56	2018	10	3	2.13	19.7	fall
56	2018	10	3	2.44	19.7	fall
56	2018	10	3	2.74	19.8	fall
56	2018	10	3	3.05	19.8	fall
56	2018	10	3	3.35	20.3	fall
56	2018	10	3	3.66	20.8	fall
56	2018	10	3	3.96	20.9	fall
56	2018	10	3	4.27	20.6	fall
56	2018	10	3	4.57	20.1	fall
56	2018	10	3	4.88	19.1	fall
56	2018	10	3	5.18	18.4	fall
57	2018	10	8	0	18.9	fall
57	2018	10	8	0.3	18.9	fall
57	2018	10	8	0.61	18.9	fall
57	2018	10	8	0.91	18.9	fall
57	2018	10	8	1.22	18.9	fall
57	2018	10	8	1.52	19.2	fall
57	2018	10	8	1.83	19.2	fall
57	2018	10	8	2.13	19.3	fall
57	2018	10	8	2.44	19.5	fall
57	2018	10	8	2.74	19.6	fall
57	2018	10	8	3.05	19.8	fall
57	2018	10	8	3.35	20	fall
57	2018	10	8	3.66	20.4	fall
57	2018	10	8	3.96	20.6	fall
57	2018	10	8	4.27	20.1	fall
57	2018	10	8	4.57	19.6	fall
57	2018	10	8	4.88	19.1	fall
57	2018	10	8	5.18	18.8	fall
58	2018	10	10	0	19.8	fall
58	2018	10	10	0.3	19.8	fall
58	2018	10	10	0.61	19.8	fall
58	2018	10	10	0.91	19.8	fall
58	2018	10	10	1.22	19.7	fall
58	2018	10	10	1.52	19.8	fall
58	2018	10	10	1.83	19.5	fall
58	2018	10	10	2.13	19.4	fall
58	2018	10	10	2.44	19.4	fall
58	2018	10	10	2.74	19.7	fall
58	2018	10	10	3.05	19.9	fall
58	2018	10	10	3.35	20.2	fall
58	2018	10	10	3.66	20.2	fall
58	2018	10	10	3.96	20.2	fall
58	2018	10	10	4.27	19.8	fall
58	2018	10	10	4.57	19.4	fall
58	2018	10	10	4.88	18.8	fall
58	2018	10	10	5.18	18	fall
