	X071017.C1D2	X071017.C2D1	X071017.C2D3	X071817.C1D2	X071817.C2D1	X072617.C1D1	X072617.C1D2	X072617.C1D3	X072617.C2D1	X072617.C2D2	X080317.C1D1	X080317.C1D2	X080317.C1D3	X080317.C2D1	X081817.C1D1	X081817.C1D2	X081817.C1D3	X081817.C2D1	X082417.C1D1	X082417.C1D2	X082417.C1D3	X082417.C2D1	X083017.C1D1	X083017.C1D2	X083017.C1D3	X083017.C2D1
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; Stenosemellidae; Stenosemellidae_X; Stenosemellidae_X_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; TIN_01; Tintinnopsis_01; Tintinnopsis_major	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; TIN_02; Tintinnopsis_02; Tintinnopsis_platensis	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; TIN_05; Tintinnopsis_05; Tintinnopsis_tocantinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; TIN_07; Tintinnopsis_07; Tintinnopsis_07_sp.	0	0	0	0	0	0	0	0	0	0	1	1	4	8	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; TIN_09; Tintinnopsis_09; Tintinnopsis_ventricosoides	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	2	2	13
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; Tintinnida_X; Tintinnida_XX; Tintinnida_XX_sp.	25	11	0	0	0	114	212	94	83	239	3	37	131	91	0	0	2	0	17	38	4	23	4629	1539	4317	8704
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; Tintinnida_X; Tintinnopsis; Tintinnopsis_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota; Alveolata; Ciliophora; Spirotrichea; Tintinnida; Tintinnidiidae; Tintinnidium; Tintinnidium_sp.	0	0	0	0	0	6	220	14	263	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Dinophyceae_XX; Dinophyceae_XXX; Dinophyceae_XXX_sp.	293	96	374	280	96	155	291	131	635	314	247	128	398	1549	851	213	247	681	431	316	525	252	1842	495	691	1823
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Dinophyceae_XX; Glenoaulax; Glenoaulax_inaequalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Ptychodiscaceae; Ptychodiscus; Ptychodiscus_noctiluca	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Tovelliaceae; Esoptrodinium; Esoptrodinium_sp.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Tovelliaceae; Woloszynskia; Woloszynskia_cincta	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Tovelliaceae; Woloszynskia; Woloszynskia_halophila	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophyceae_X; Tovelliaceae; Woloszynskia; Woloszynskia_sp.	5	2	4	0	2	1	3	0	10	3	0	0	0	1	0	0	0	0	1	1	1	0	1	1	3	7
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophysiales; Dinophysiaceae; Dinophysis; Dinophysis_acuminata	524	3	171	63	40	83	122	42	272	77	30	29	84	77	57	18	28	45	39	31	59	15	79	52	92	263
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Dinophysiales; Dinophysiaceae; Sinophysis; Sinophysis_stenosoma	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_affine	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_hiranoi	1	0	0	42	1	4	8	6	15	7	44	33	63	88	1	16	75	0	0	4	45	2	0	4	0	3
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_insuetum	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_margalefii	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_monilatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_ostenfeldii	0	0	0	0	0	0	0	0	4	0	0	1	0	2	0	1	3	1	1	1	5	0	0	2	0	5
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_pohangense	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_satoanum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_sp.	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Alexandrium; Alexandrium_taylorii	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Coolia; Coolia_sp.	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Gambierdiscus; Gambierdiscus_scabrosus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Goniodomataceae; Pyrodinium; Pyrodinium_bahamense_var._compressum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Gonyaulacaceae; Gonyaulax; Gonyaulax_cochlea	0	0	0	1	0	0	9	1	0	0	0	0	2	0	0	1	2	0	5	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Gonyaulacaceae; Gonyaulax; Gonyaulax_polygramma	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Gonyaulacaceae; Gonyaulax; Gonyaulax_spinifera	0	321	1	8	1	0	0	0	0	0	11	181	233	28	241	216	0	210	150	100	137	1	0	0	0	326
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Gonyaulacaceae; Gonyaulax; Gonyaulax_verior	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Gonyaulacaceae; Lingulodinium; Lingulodinium_polyedra	0	0	0	30	98	0	1	0	0	0	0	0	0	2	0	0	48	0	0	20	0	22	0	22	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales; Thecadiniaceae; Thecadinium; Thecadinium_kofoidii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Ceratoperidiniaceae; Ceratoperidinium; Ceratoperidinium_falcatum	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Chytriodiniaceae; Chytriodinium; Chytriodinium_roseum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Chytriodiniaceae; Chytriodinium; Chytriodinium_sp.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Akashiwo; Akashiwo_sanguinea	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	4	3	13
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Amphidinium; Amphidinium_carterae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Amphidinium; Amphidinium_cupulatisquama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Amphidinium; Amphidinium_longum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Amphidinium; Amphidinium_sp.	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Ankistrodinium; Ankistrodinium_semilunatum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Apicoporus; Apicoporus_parvidiaboli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_aureolum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_catenatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_dorsalisulcum	0	1	0	10	0	3	7	0	24	1	0	0	1	0	5	0	0	15	3	2	8	0	4	5	6	22
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_litoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_nolleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_smaydae	4	0	0	3	1	1	2	0	11	2	0	0	0	1	0	0	0	1	0	1	1	0	3	3	5	5
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnodinium; Gymnodinium_sp.	0	0	0	0	0	0	8	0	2	1	0	2	0	0	1	0	2	4	0	0	0	0	8	0	1	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gymnoxanthella; Gymnoxanthella_radiolariae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodiniellum; Gyrodiniellum_shiwhaense	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_dominans	17531	8884	7090	749	1157	778	2337	1713	3873	1832	57	2493	3448	580	13799	8175	3502	7166	59394	5968	25488	45358	5227	5839	14614	12438
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_fusiforme	85	7	57	25	23	17	54	16	168	81	24	16	71	31	19	5	23	23	23	2	45	4	21	22	12	42
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_helveticum	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_heterogrammum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_rubrum	0	0	0	0	1	0	1	1	1	0	0	1	4	3	0	1	4	1	5	2	7	3	0	0	3	3
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_sp.	0	1	0	0	1	4	3	1	1	1	1	0	1	1	1	0	2	1	3	1	3	3	6	1	3	7
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Gyrodinium; Gyrodinium_spirale	0	0	0	1	0	2	0	0	3	6	0	0	2	2	0	1	0	0	0	0	0	1	9	0	0	9
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Margalefidinium; Margalefidinium_polykrikoides	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Moestrupia; Moestrupia_oblonga	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Nusuttodinium; Nusuttodinium_poecilochroum	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Paragymnodinium; Paragymnodinium_shiwhaense	2	0	1	15	0	36	63	6	133	42	0	0	0	4	0	1	0	0	0	2	0	1	91	48	81	233
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Pellucidodinium; Pellucidodinium_psammophilum	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Pheopolykrikos; Pheopolykrikos_beauchampii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Polykrikos; Polykrikos_geminatus	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	36	0	0	0	0	0	1	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Polykrikos; Polykrikos_hartmannii	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	1	4
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Polykrikos; Polykrikos_kofoidii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Polykrikos; Polykrikos_schwartzii	0	0	0	0	0	0	0	0	1	0	0	0	0	14	5	0	5	32	28	8	15	0	138	33	32	81
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Polykrikos; Polykrikos_tanit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Spiniferodinium; Spiniferodinium_galeiforme	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Spiniferodinium; Spiniferodinium_palustre	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Gymnodiniales_X; Levanderina; Levanderina_fissa	0	0	0	0	0	3	3	5	3	2	0	1	7	2	9	1	1	9	4	3	0	3	0	3	0	2
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Brachidinium; Brachidinium_capitatum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karenia; Karenia_bicuneiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karlodinium; Karlodinium_sp.	0	0	0	4	3	6	3	0	18	12	1	3	9	5	4	3	3	9	5	1	1	0	4	2	3	17
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Kareniaceae; Karlodinium; Karlodinium_veneficum	1	0	0	136	30	100	322	129	463	231	131	77	32	185	146	80	26	112	55	13	13	4	71	58	52	466
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales; Warnowiaceae; Warnowia; Warnowia_sp.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Haplozoonales; Haplozoonaceae; Haplozoon; Haplozoon_axiothellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidiniopsidaceae; Archaeperidinium; Archaeperidinium_minutum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidiniopsidaceae; Islandinium; Islandinium_tricingulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidomataceae; Amphidoma; Amphidoma_languida	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidomataceae; Azadinium; Azadinium_dexteroporum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidomataceae; Azadinium; Azadinium_obesum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidomataceae; Azadinium; Azadinium_poporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Amphidomataceae; Azadinium; Azadinium_spinosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	22	5	9	14	0	0	3	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Blastodiniaceae; Blastodinium; Blastodinium_navicula	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Blastodiniaceae; Blastodinium; Blastodinium_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Diplopsalidaceae; Niea; Niea_torta	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Diplopsalidaceae; Qia; Qia_lebouriae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa_cf._niei	1795	1205	1579	20906	5868	15431	29028	9208	67213	41910	6207	4646	25414	6804	8065	5051	4092	4519	6301	1173	4504	4774	7070	4712	7626	28027
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa_circularisquama	0	0	0	0	0	3	2	0	4	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa_nei/rotundata	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	2	2	0	1	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa_pygmaea	0	3	0	10	3	26	56	11	179	56	6	4	9	10	6	2	1	3	8	5	10	3	5	10	8	6
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa_rotundata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Heterocapsaceae; Heterocapsa; Heterocapsa_sp.	0	0	0	3	1	3	4	8	16	8	2	0	4	1	0	2	0	0	4	0	1	0	3	0	0	5
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae; Durinskia; Durinskia_dybowskii	0	0	4	0	1	0	0	1	1	0	0	2	30	0	0	0	15	0	5	9	14	57	1	0	30	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae; Durinskia; Durinskia_sp.	62	47	70	113	119	200	259	518	215	794	221	789	8367	208	59	166	788	23	1435	199	856	2026	189	690	969	2507
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae; Unruhdinium; Unruhdinium_minima	0	0	0	0	0	3	0	0	0	0	1	1	29	0	0	0	1	0	3	2	6	2	0	0	4	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae; Unruhdinium; Unruhdinium_penardii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Peridiniaceae; Peridinium; Peridinium_sp.	0	0	0	0	0	2	0	1	4	1	1	0	0	0	4	2	0	1	0	4	1	2	3	1	1	5
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Podolampadaceae; Podolampas; Podolampas_bipes	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Podolampadaceae; Podolampas; Podolampas_elegans	0	0	0	0	0	1	5	0	4	2	3	3	0	0	0	0	0	1	0	0	1	1	0	0	0	3
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Aduncodinium; Aduncodinium_glandula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Chimonodinium; Chimonodinium_lomnickii_var._wierzejskii	0	0	0	1	0	7	8	1	19	12	2	0	0	1	1	0	0	4	1	0	0	0	0	1	1	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Ensiculifera; Ensiculifera_imariensis	0	0	0	2	3	8	14	6	10	12	1	1	1	1	0	0	1	0	2	1	1	0	1	3	2	12
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Luciella; Luciella_sp.	0	0	0	0	0	0	1	12	0	2	0	4	18	0	0	0	8	0	1	0	6	6	1	4	10	1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Naiadinium; Naiadinium_polonicum	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Pentapharsodinium; Pentapharsodinium_dalei	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
