OTU_ID	Mar_19_rep1	Mar_19_rep2	Mar_29_rep1	Mar_29_rep2	Apr_08_rep1	Apr_08_rep2	Apr_11_rep1	Apr_11_rep2	Apr_13_rep1	Apr_13_rep2	Apr_19_rep1	Apr_19_rep2	Apr_24_rep1	Apr_24_rep2	Apr_27_rep1	Apr_27_rep2	Apr_29_rep1	Apr_29_rep2	May_02_rep1	May_02_rep2	May_04_rep1	May_04_rep2	May_07_rep1	May_07_rep2	May_09_rep1	May_09_rep2	May_11_rep1	May_11_rep2	May_15_rep1	May_15_rep2	May_19_rep1	May_19_rep2	May_21_rep1	May_21_rep2	May_24_rep1	May_24_rep2	May_27_rep1	May_27_rep2	May_29_rep1	May_29_rep2	Jun_01_rep1	Jun_01_rep2	Jun_05_rep1	Jun_05_rep2	Jun_07_rep1	Jun_07_rep2	Jun_09_rep1	Jun_09_rep2	Jun_11_rep1	Jun_11_rep2	Jun_15_rep1	Jun_19_rep1	Jun_19_rep2	Jun_22_rep1	Jun_22_rep2	Jun_26_rep1	Jun_26_rep2	Jun_29_rep1	Jun_29_rep2	Jul_03_rep1	Jul_03_rep2	Jul_05_rep1	Jul_05_rep2	Jul_09_rep1	Jul_12_rep1	Jul_12_rep2	Jul_16_rep1	Jul_16_rep2	Jul_19_rep1	Jul_24_rep1	Jul_24_rep2	Jul_27_rep1	Jul_27_rep2	Jul_30_rep1	Jul_30_rep2	Aug_06_rep1	Aug_06_rep2	Aug_09_rep1	Aug_09_rep2	Aug_13_rep1	Aug_13_rep2	Aug_16_rep1	Aug_16_rep2	Aug_20_rep1	Aug_20_rep2	Aug_23_rep1	Aug_23_rep2	Aug_29_rep1	Aug_29_rep2	Aug_31_rep1	Aug_31_rep2	Sep_04_rep1	Sep_04_rep2	Sep_07_rep1	Sep_07_rep2	Sep_12_rep1	Sep_12_rep2	Sep_14_rep1	Sep_14_rep2	Sep_17_rep1	Sep_17_rep2	Sep_20_rep1	Sep_20_rep2	Sep_24_rep1	Sep_24_rep2	Sep_28_rep1	Sep_28_rep2	Oct_01_rep1	Oct_01_rep2	Oct_03_rep1	Oct_03_rep2	Oct_08_rep1	Oct_08_rep2	Oct_10_rep1	Oct_10_rep2	level_0																																																																																																																																																																																																																																
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	856	106	0	0	0	405	0	0	0	0	0	0	0	0	88	59	0	59	9	0	62	58	35	40	0	0	0	0	54	31	24	0	58	0	0	0	0	0	0	0	422	1491	0	0	0	0	390	364	87	432	81	0	18	230	Eukaryota;Alveolata;Ciliophora;CONTH_8;CONTH_8_X;CONTH_8_XX;CONTH_8_XXX																																																																																																																																																																																																																																
189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	51	62	52	97	97	90	0	198	161	165	59	150	136	115	66	220	121	45	40	133	0	60	0	0	0	41	20	0	0	551	616	331	141	478	0	0	0	0	25	0	180	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	20	48	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Pelagodinium																																																																																																																																																																																																																																
370	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	17	18	0	0	80	79	29	540	400	270	702	23	16	22	0	0	0	0	26	0	0	4	0	0	0	0	0	86	5	79	178	193	155	217	113	123	104	151	272	28	24	132	37	59	133	8	23	8	0	0	0	0	0	0	5	32	11	33	45	99	81	166	146	9	12	0	0	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;__																																																																																																																																																																																																																																
507	0	0	0	79	0	6	3	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	2097	18	0	106	59	12	11	11	45	0	120	0	0	3	3	20	0	0	12	4	0	29	0	49	58	147	128	0	0	0	0	0	0	0	0	18	0	571	113	90	171	31	91	80	79	0	0	0	0	Eukaryota;Opisthokonta;Metazoa;Rotifera;Rotifera_X;Rotifera_XX;__																																																																																																																																																																																																																																
644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	19	0	0	0	0	123	93	362	293	34	40	0	6	0	0	0	0	0	0	21	28	34	27	0	37	13	0	0	0	0	173	108	79	220	0	0	0	101	107	1243	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Chrysophyceae_Clade-F_X																																																																																																																																																																																																																																
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	89	196	641	627	58	657	592	561	229	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella																																																																																																																																																																																																																																
702	0	0	16	17	0	0	60	11	11	15	15	35	17	48	36	34	76	49	111	103	75	43	154	124	36	72	37	35	0	14	34	24	9	20	6	20	55	66	94	36	260	147	30	7	6	15	19	3	131	118	137	114	81	19	20	104	47	38	126	60	28	52	111	162	129	177	209	0	0	0	4	0	0	0	0	0	13	0	5	0	8	2	0	0	0	35	19	0	7	18	8	25	46	8	21	42	11	69	48	0	13	0	4	0	0	15	21	23	5	0	18	6	3	0	0	Eukaryota;Stramenopiles;Stramenopiles_X;Labyrinthulea;Thraustochytriales;Thraustochytriaceae;Thraustochytriaceae_X																																																																																																																																																																																																																																
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	46	0	0	36	35	180	150	56	14	0	0	40	30	44	38	28	26	100	61	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	39	0	0	0	0	0	0	0	0	14	0	0	10	5	15	59	52	0	0	5	11	0	0	3	0	41	62	264	870	928	797	126	151	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;__;__																																																																																																																																																																																																																																
376	0	0	0	4	0	0	26	0	7	0	0	11	10	16	19	52	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	21	13	44	410	248	159	555	994	709	65	0	0	13	0	728	132	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X																																																																																																																																																																																																																																
501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	3788	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Paraplanocera																																																																																																																																																																																																																																
646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	6	7	9	37	23	11	16	21	0	35	37	35	14	53	31	56	82	75	53	12	20	16	12	81	53	72	91	77	53	87	114	135	118	56	28	266	354	230	135	371	213	139	262	20	20	70	113	184	0	0	4	10	9	11	9	0	0	22	0	7	9	9	6	0	0	0	0	9	5	20	31	0	8	0	27	49	0	0	0	0	0	0	3	4	18	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-G;Chrysophyceae_Clade-G_X																																																																																																																																																																																																																																
427	0	0	0	0	0	0	0	0	0	5	3	5	3	0	0	0	0	0	0	2	3	0	11	0	2	0	7	0	2	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	12	0	3	0	0	5	5	0	0	0	0	0	3	37	17	215	235	1664	24	0	0	4	9	0	7	0	0	0	0	7	57	40	482	155	14	5	59	12	0	4	4	0	112	85	77	97	443	168	20	44	0	69	0	6	4	18	3	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX																																																																																																																																																																																																																																
133	0	0	0	0	52	321	0	131	39	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	56	81	1760	1330	27	65	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_07;Tintinnopsis_07																																																																																																																																																																																																																																
715	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	5	0	152	246	75	52	136	122	74	180	60	81	391	545	754	16	8	13	21	109	96	41	86	25	50	0	10	6	0	9	0	3	2	2	16	0	0	0	3	14	34	152	216	0	0	0	0	0	0	0	0	4	0	0	0	15	0	22	26	0	0	0	0	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-12;MAST-12D;MAST-12D_X																																																																																																																																																																																																																																
648	0	0	0	0	0	8	15	13	5	0	8	8	0	0	0	5	9	0	164	176	248	156	159	77	16	22	23	8	126	267	8	26	0	11	24	22	22	14	8	15	75	101	5	0	47	69	228	146	162	206	17	7	74	27	30	237	147	33	116	0	0	0	0	0	22	69	338	0	0	0	0	7	0	0	0	4	8	0	0	0	0	0	0	0	0	7	42	0	0	0	0	0	0	0	4	0	0	0	0	0	8	9	14	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-I;Chrysophyceae_Clade-I_X																																																																																																																																																																																																																																
751	0	0	0	0	0	8	0	0	0	0	6	5	0	0	0	0	26	3	21	24	7	6	42	36	0	12	19	0	0	0	14	14	44	23	27	39	66	73	24	14	0	7	34	0	19	0	27	0	0	21	5	10	29	10	71	25	12	0	0	0	0	0	5	10	17	7	89	0	0	0	43	0	0	0	0	0	3	12	0	34	23	32	7	22	38	35	46	34	102	325	25	257	556	112	276	104	51	11	4	32	49	86	169	226	66	12	9	11	12	22	28	49	10	3	6	Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX;Stramenopiles_XXXX;Stramenopiles_XXXXX																																																																																																																																																																																																																																
274	0	0	0	0	0	49	173	37	11	144	0	0	0	0	0	0	7	0	0	0	3	0	13	0	13	11	0	0	0	0	111	99	242	191	309	530	11	0	14	14	74	0	63	16	33	37	0	0	8	0	0	0	0	0	18	0	0	0	0	67	72	110	445	480	47	63	120	0	0	17	0	14	18	20	71	0	10	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pterosperma																																																																																																																																																																																																																																
284	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	34	25	8	0	12	0	17	23	56	59	112	212	68	126	186	108	84	57	130	80	77	54	168	500	165	74	288	304	176	198	46	70	33	30	18	11	70	7	0	0	21	0	14	13	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Choricystis																																																																																																																																																																																																																																
157	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	46	144	75	113	107	120	61	149	106	0	15	0	0	0	18	0	0	52	80	75	68	232	277	679	278	405	0	0	0	0	0	0	0	0	75	0	0	35	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	31	0	0	0	0	0	0	16	0	0	0	14	0	26	0	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium																																																																																																																																																																																																																																
677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	24	35	18	12	0	0	0	0	12	0	7	0	0	0	55	0	354	8	78	9	35	4	215	28	30	37	16	26	47	90	4	28	7	12	10	0	3	2	31	0	31	0	78	0	0	0	0	4	2	0	7	0	11	5	0	11	15	33	0	8	0	15	10	33	76	358	0	286	599	36	225	146	120	54	45	13	25	3	3	0	0	8	0	7	0	12	0	0	0	0	0	Eukaryota;Stramenopiles;Stramenopiles_X;__;__;__;__																																																																																																																																																																																																																																
194	0	0	0	0	3	11	15	0	0	35	0	0	0	0	0	0	0	3	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	46	19	17	18	23	17	19	0	7	76	488	315	286	1200	22	4	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	31	117	68	122	193	115	41	16	0	0	0	0	0	30	12	0	0	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X																																																																																																																																																																																																																																
355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	127	63	427	676	173	189	201	124	279	196	81	36	0	7	0	0	12	0	0	0	16	21	0	0	0	0	0	0	0	0	0	17	44	51	140	0	0	16	36	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	317	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Hacrobia;Katablepharidophyta;Katablepharidaceae;Katablepharidales;Katablepharidales_X;Katablepharis																																																																																																																																																																																																																																
207	0	0	0	0	0	11	16	10	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	120	56	663	1071	319	50	346	392	127	10	5	4	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-30;Dino-Group-II-Clade-30_X																																																																																																																																																																																																																																
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	81	0	0	0	96	94	43	26	0	9	0	0	9	0	0	0	0	0	0	0	23	0	0	2220	0	9	0	40	0	0	0	0	0	0	10	14	17	0	2	0	3	0	0	0	0	0	0	0	0	53	45	0	0	54	15	55	0	28	44	54	17	0	57	0	0	0	0	0	0	24	13	0	0	0	0	5	0	0	0	4	0	7	0	0	11	Eukaryota;Alveolata;Ciliophora;Spirotrichea;__;__;__																																																																																																																																																																																																																																
179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	45	0	16	0	0	0	0	19	0	20	19	55	0	38	44	54	23	51	42	335	0	0	0	48	232	258	82	885	505	122	147	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Pfiesteria																																																																																																																																																																																																																																
383	0	0	15	0	0	8	135	107	68	97	166	193	359	624	364	709	145	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Choanoflagellatea_X;Choanoflagellatea_X_Group_L;Choanoflagellatea_X_Group_L_X																																																																																																																																																																																																																																
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	5	2063	0	32	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	77	58	40	13	0	9	0	0	3	67	0	4	57	7	20	93	108	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_N;Strombidium_N																																																																																																																																																																																																																																
670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21	19	102	52	51	49	17	0	0	0	37	24	14	55	311	209	173	636	189	252	88	56	294	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;__																																																																																																																																																																																																																																
361	0	11	204	101	0	25	221	82	66	49	121	116	98	256	123	173	165	139	128	125	13	19	106	85	98	115	24	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1																																																																																																																																																																																																																																
141	0	0	14	33	0	39	82	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	70	43	0	0	75	137	87	239	327	0	25	23	62	0	109	0	0	0	28	111	0	0	0	109	840	0	0	0	0	0	0	0	0	17	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis																																																																																																																																																																																																																																
342	0	0	0	11	0	0	65	35	0	0	15	86	51	87	89	66	78	71	14	0	0	0	29	10	0	0	16	6	0	7	25	17	0	4	17	17	48	32	16	20	82	37	0	17	28	34	41	25	23	8	0	5	0	7	29	55	55	16	33	25	9	17	187	250	126	128	143	4	0	16	23	0	0	2	15	53	17	9	27	0	0	15	0	0	0	6	63	26	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;__;__;__																																																																																																																																																																																																																																
262	0	0	0	0	0	0	9	0	0	0	12	8	0	0	0	0	0	0	44	45	75	48	281	199	162	273	758	287	56	110	0	0	34	18	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	10	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas																																																																																																																																																																																																																																
335	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	5	10	0	4	0	0	0	0	0	0	0	0	0	0	6	2	17	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	86	23	5	0	0	0	0	575	993	0	195	131	97	0	0	0	30	0	0	0	0	0	0	0	0	0	0	6	0	0	0	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Goniomonadales;Goniomonadales_X																																																																																																																																																																																																																																
366	11	0	0	0	6	0	0	10	0	8	0	0	3	0	0	3	0	2	0	0	2	2	0	0	5	7	0	4	0	0	0	0	0	2	3	0	2	7	4	0	0	0	0	0	4	19	0	9	15	28	8	0	0	340	0	51	0	22	95	235	152	320	43	112	16	16	652	3	13	2	0	0	13	0	5	20	3	0	0	0	0	0	3	0	0	0	0	31	23	55	14	31	50	23	7	6	0	0	0	7	4	0	3	10	0	10	3	0	7	0	2	3	0	0	0	Eukaryota;Opisthokonta;__;__;__;__;__																																																																																																																																																																																																																																
166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2523	26	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidiniopsidaceae;Archaeperidinium																																																																																																																																																																																																																																
569	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	17	209	11	0	0	80	34	326	393	1208	0	0	9	49	0	0	0	0	56	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	24	8	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;Botuliformidae;Botuliformidae_X																																																																																																																																																																																																																																
448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	198	0	103	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	270	0	0	0	0	0	0	8	480	0	0	838	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Opisthokonta;Metazoa;Arthropoda;__;__;__																																																																																																																																																																																																																																
49	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0	0	239	154	240	904	93	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Zoothamnium_1																																																																																																																																																																																																																																
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1333	510	91	60	0	10	0	0	0	3	0	0	0	8	9	24	188	175	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Hacrobia;Hacrobia_X;Hacrobia_XX;Hacrobia_XXX;Hacrobia_XXXX;Palpitomonas																																																																																																																																																																																																																																
213	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	14	141	127	791	15	0	0	0	7	0	28	36	183	63	56	190	205	141	36	28	0	4	15	33	20	16	14	0	0	0	9	21	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Dino-Group-II-Clade-4_X																																																																																																																																																																																																																																
263	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	18	17	97	110	46	34	98	77	63	132	77	32	0	0	0	0	0	0	0	0	0	0	0	0	13	12	48	36	167	187	270	216	162	127	34	67	69	33	31	0	0	0	0	0	25	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;RCC391																																																																																																																																																																																																																																
712	0	13	146	106	0	5	7	11	4	0	6	0	0	0	0	11	4	0	7	3	21	0	66	46	15	23	9	9	0	0	0	0	13	4	0	0	9	12	35	19	0	3	4	0	0	10	7	0	31	41	17	61	59	0	145	174	88	34	102	0	0	8	47	69	54	73	179	14	0	22	18	0	0	0	0	8	2	0	0	6	6	8	0	0	0	0	67	0	0	0	0	23	45	120	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	Eukaryota;Stramenopiles;Stramenopiles_X;MAST;MAST-12;MAST-12A;MAST-12A_X																																																																																																																																																																																																																																
