index	031918-C1D1-plate1-wellA1	031918-C1D2-plate1-wellA3	031918-C1D3-plate1-wellA5	031918-C2D1-plate1-wellA2	031918-C2D2-plate1-wellA4	031918-C2D3-plate1-wellA6	032918-C1D1-plate1-wellA7	032918-C1D2-plate1-wellA9	032918-C1D3-plate1-wellA11	032918-C2D1-plate1-wellA8	032918-C2D2-plate1-wellA10	032918-C2D3-plate1-wellA12	040818-C1D1-plate1-wellB1	040818-C1D2-plate1-wellB3	040818-C1D3-plate1-wellB5	040818-C2D1-plate1-wellB2	040818-C2D2-plate1-wellB4	040818-C2D3-plate1-wellB6	041118-C1D1-plate1-wellB7	041118-C1D2-plate1-wellB9	041118-C1D3-plate1-wellB11	041118-C2D1-plate1-wellB8	041118-C2D2-plate1-wellB10	041118-C2D3-plate1-wellB12	041318-C1D1-plate1-wellC1	041318-C1D2-plate1-wellC3	041318-C1D3-plate1-wellC5	041318-C2D1-plate1-wellC2	041318-C2D2-plate1-wellC4	041318-C2D3-plate1-wellC6	041918-C1D1-plate1-wellC7	041918-C1D2-plate1-wellC9	041918-C1D3-plate1-wellC11	041918-C2D1-plate1-wellC8	041918-C2D2-plate1-wellC10	041918-C2D3-plate1-wellC12	042418-C1D1-plate1-wellD1	042418-C1D2-plate1-wellD3	042418-C1D3-plate1-wellD5	042418-C2D1-plate1-wellD2	042418-C2D2-plate1-wellD4	042418-C2D3-plate1-wellD6	042718-C1D1-plate1-wellD7	042718-C1D2-plate1-wellD9	042718-C1D3-plate1-wellD11	042718-C2D1-plate1-wellD8	042718-C2D2-plate1-wellD10	042718-C2D3-plate1-wellD12	042918-C1D1-plate1-wellE1	042918-C1D2-plate1-wellE3	042918-C1D3-plate1-wellE5	042918-C2D1-plate1-wellE2	042918-C2D2-plate1-wellE4	042918-C2D3-plate1-wellE6	050218-C1D1-plate1-wellE7	050218-C1D2-plate1-wellE9	050218-C2D1-plate1-wellE8	050218-C2D2-plate1-wellE10	050418-C1D1-plate1-wellE11	050418-C1D2-plate1-wellF1	050418-C1D3-plate1-wellF3	050418-C2D1-plate1-wellE12	050418-C2D2-plate1-wellF2	050418-C2D3-plate1-wellF4	050718-C1D1-plate1-wellF5	050718-C1D2-plate1-wellF7	050718-C1D3-plate1-wellF9	050718-C2D1-plate1-wellF6	050718-C2D2-plate1-wellF8	050718-C2D3-plate1-wellF10	050918-C1D1-plate1-wellF11	050918-C1D2-plate1-wellG1	050918-C1D3-plate1-wellG3	050918-C2D1-plate1-wellF12	050918-C2D2-plate1-wellG2	050918-C2D3-plate1-wellG4	051118-C1D1-plate1-wellG5	051118-C1D2-plate1-wellG7	051118-C1D3-plate1-wellG9	051118-C2D1-plate1-wellG6	051118-C2D2-plate1-wellG8	051118-C2D3-plate1-wellG10	051518-C1D1-plate1-wellG11	051518-C1D2-plate1-wellH1	051518-C1D3-plate1-wellH3	051518-C2D1-plate1-wellG12	051518-C2D2-plate1-wellH2	051518-C2D3-plate1-wellH4	051918-C1D1-plate1-wellH5	051918-C1D2-plate1-wellH7	051918-C1D3-plate1-wellH9	051918-C2D1-plate1-wellH6	051918-C2D2-plate1-wellH8	051918-C2D3-plate1-wellH10	052118-C1D1-plate1-wellH11	052118-C1D3-plate2-wellA2	052118-C2D1-plate1-wellH12	052118-C2D2-plate2-wellA1	052118-C2D3-plate2-wellA3	052418-C1D1-plate2-wellA4	052418-C1D2-plate2-wellA6	052418-C1D3-plate2-wellA8	052418-C2D1-plate2-wellA5	052418-C2D2-plate2-wellA7	052418-C2D3-plate2-wellA9	052718-C1D1-plate2-wellA10	052718-C1D2-plate2-wellA12	052718-C1D3-plate2-wellB2	052718-C2D1-plate2-wellA11	052718-C2D2-plate2-wellB1	052918-C1D1-plate2-wellB3	052918-C1D2-plate2-wellB5	052918-C1D3-plate2-wellB7	052918-C2D1-plate2-wellB4	052918-C2D2-plate2-wellB6	052918-C2D3-plate2-wellB8	060118-C1D1-plate2-wellB9	060118-C1D2-plate2-wellB11	060118-C1D3-plate2-wellC1	060118-C2D1-plate2-wellB10	060118-C2D2-plate2-wellB12	060118-C2D3-plate2-wellC2	060518-C1D1-plate2-wellC3	060518-C1D2-plate2-wellC5	060518-C1D3-plate2-wellC7	060518-C2D1-plate2-wellC4	060518-C2D2-plate2-wellC6	060518-C2D3-plate2-wellC8	060718-C1D1-plate2-wellC9	060718-C1D2-plate2-wellC11	060718-C1D3-plate2-wellD1	060718-C2D1-plate2-wellC10	060718-C2D2-plate2-wellC12	060718-C2D3-plate2-wellD2	060918-C1D1-plate2-wellD3	060918-C1D2-plate2-wellD5	060918-C1D3-plate2-wellD7	060918-C2D1-plate2-wellD4	060918-C2D2-plate2-wellD6	060918-C2D3-plate2-wellD8	061118-C1D1-plate2-wellD9	061118-C1D2-plate2-wellD11	061118-C1D3-plate2-wellE1	061118-C2D1-plate2-wellD10	061118-C2D2-plate2-wellD12	061518-C1D3-plate2-wellE4	061518-C2D1-plate2-wellE2	061518-C2D2-plate2-wellE3	061518-C2D3-plate2-wellE5	061918-C1D1-plate2-wellE6	061918-C1D3-plate2-wellE9	061918-C2D1-plate2-wellE7	061918-C2D2-plate2-wellE8	061918-C2D3-plate2-wellE10	062218-C1D1-plate2-wellE11	062218-C1D2-plate2-wellF1	062218-C1D3-plate2-wellF3	062218-C2D1-plate2-wellE12	062218-C2D2-plate2-wellF2	062218-C2D3-plate2-wellF4	062618-C1D1-plate2-wellF5	062618-C1D2-plate2-wellF7	062618-C1D3-plate2-wellF9	062618-C2D1-plate2-wellF6	062618-C2D2-plate2-wellF8	062618-C2D3-plate2-wellF10	062918-C1D1-plate2-wellF11	062918-C1D2-plate2-wellG1	062918-C1D3-plate2-wellG3	062918-C2D1-plate2-wellF12	062918-C2D2-plate2-wellG2	062918-C2D3-plate2-wellG4	070318-C1D1-plate2-wellG5	070318-C1D2-plate2-wellG7	070318-C1D3-plate2-wellG9	070318-C2D1-plate2-wellG6	070318-C2D2-plate2-wellG8	070318-C2D3-plate2-wellG10	070518-C1D3-plate2-wellH1	070518-C2D1-plate2-wellG11	070518-C2D2-plate2-wellG12	070518-C2D3-plate2-wellH2	070918-C1D1-plate2-wellH3	070918-C1D2-plate2-wellH5	070918-C1D3-plate2-wellH7	070918-C2D1-plate2-wellH4	070918-C2D2-plate2-wellH6	070918-C2D3-plate2-wellH8	071218-C1D1-plate2-wellH9	071218-C1D2-plate2-wellH11	071218-C1D3-plate3-wellA1	071218-C2D1-plate2-wellH10	071218-C2D2-plate2-wellH12	071218-C2D3-plate3-wellA2	071618-C1D2-plate3-wellA5	071618-C2D1-plate3-wellA4	071618-C2D3-plate3-wellA8	071918-C1D1-plate3-wellA9	071918-C1D2-plate3-wellA11	071918-C1D3-plate3-wellB1	071918-C2D1-plate3-wellA10	071918-C2D2-plate3-wellA12	071918-C2D3-plate3-wellB2	072418-C1D1-plate3-wellB3	072418-C1D2-plate3-wellB5	072418-C1D3-plate3-wellB7	072418-C2D1-plate3-wellB4	072418-C2D2-plate3-wellB6	072418-C2D3-plate3-wellB8	072718-C1D1-plate3-wellB9	072718-C1D2-plate3-wellB11	072718-C1D3-plate3-wellC1	072718-C2D1-plate3-wellB10	072718-C2D2-plate3-wellB12	072718-C2D3-plate3-wellC2	073018-C1D1-plate3-wellC3	073018-C1D2-plate3-wellC5	073018-C1D3-plate3-wellC7	073018-C2D1-plate3-wellC4	073018-C2D2-plate3-wellC6	073018-C2D3-plate3-wellC8	080618-C1D1-plate3-wellC9	080618-C1D2-plate3-wellC11	080618-C1D3-plate3-wellD1	080618-C2D1-plate3-wellC10	080618-C2D2-plate3-wellC12	080618-C2D3-plate3-wellD2	080918-C1D1-plate3-wellD3	080918-C1D2-plate3-wellD5	080918-C1D3-plate3-wellD7	080918-C2D1-plate3-wellD4	080918-C2D2-plate3-wellD6	080918-C2D3-plate3-wellD8	081318-C1D1-plate3-wellD9	081318-C1D2-plate3-wellD11	081318-C1D3-plate3-wellE1	081318-C2D1-plate3-wellD10	081318-C2D2-plate3-wellD12	081318-C2D3-plate3-wellE2	081618-C1D1-plate3-wellE3	081618-C1D2-plate3-wellE5	081618-C1D3-plate3-wellE7	081618-C2D1-plate3-wellE4	081618-C2D2-plate3-wellE6	081618-C2D3-plate3-wellE8	082018-C1D1-plate3-wellE9	082018-C1D2-plate3-wellE11	082018-C1D3-plate3-wellF1	082018-C2D1-plate3-wellE10	082018-C2D2-plate3-wellE12	082018-C2D3-plate3-wellF2	082318-C1D1-plate3-wellF3	082318-C1D2-plate3-wellF5	082318-C1D3-plate3-wellF7	082318-C2D1-plate3-wellF4	082318-C2D2-plate3-wellF6	082318-C2D3-plate3-wellF8	082918-C1D1-plate3-wellF9	082918-C1D2-plate3-wellF11	082918-C1D3-plate3-wellG1	082918-C2D1-plate3-wellF10	082918-C2D2-plate3-wellF12	082918-C2D3-plate3-wellG2	083118-C1D1-plate3-wellG3	083118-C1D2-plate3-wellG5	083118-C1D3-plate3-wellG7	083118-C2D1-plate3-wellG4	083118-C2D2-plate3-wellG6	083118-C2D3-plate3-wellG8	090418-C1D1-plate3-wellG9	090418-C1D2-plate3-wellG11	090418-C1D3-plate3-wellH1	090418-C2D1-plate3-wellG10	090418-C2D2-plate3-wellG12	090418-C2D3-plate3-wellH2	090718-C1D1-plate3-wellH3	090718-C1D2-plate3-wellH5	090718-C1D3-plate3-wellH7	090718-C2D1-plate3-wellH4	090718-C2D2-plate3-wellH6	090718-C2D3-plate3-wellH8	091218-C1D1-plate3-wellH9	091218-C1D2-plate3-wellH11	091218-C1D3-plate4-wellA1	091218-C2D1-plate3-wellH10	091218-C2D2-plate3-wellH12	091218-C2D3-plate4-wellA2	091418-C1D1-plate4-wellA3	091418-C1D2-plate4-wellA5	091418-C1D3-plate4-wellA7	091418-C2D1-plate4-wellA4	091418-C2D2-plate4-wellA6	091418-C2D3-plate4-wellA8	091718-C1D1-plate4-wellA9	091718-C1D2-plate4-wellA11	091718-C1D3-plate4-wellB1	091718-C2D1-plate4-wellA10	091718-C2D2-plate4-wellA12	091718-C2D3-plate4-wellB2	092018-C1D1-plate4-wellB3	092018-C1D2-plate4-wellB5	092018-C1D3-plate4-wellB7	092018-C2D1-plate4-wellB4	092018-C2D2-plate4-wellB6	092018-C2D3-plate4-wellB8	092418-C1D1-plate4-wellB9	092418-C1D2-plate4-wellB11	092418-C1D3-plate4-wellC1	092418-C2D1-plate4-wellB10	092418-C2D2-plate4-wellB12	092418-C2D3-plate4-wellC2	092818-C1D1-plate4-wellC3	092818-C1D2-plate4-wellC5	092818-C1D3-plate4-wellC7	092818-C2D1-plate4-wellC4	092818-C2D2-plate4-wellC6	092818-C2D3-plate4-wellC8	100118-C1D1-plate4-wellC9	100118-C1D2-plate4-wellC11	100118-C1D3-plate4-wellD1	100118-C2D1-plate4-wellC10	100118-C2D2-plate4-wellC12	100118-C2D3-plate4-wellD2	100318-C1D1-plate4-wellD3	100318-C1D2-plate4-wellD5	100318-C1D3-plate4-wellD7	100318-C2D1-plate4-wellD4	100318-C2D2-plate4-wellD6	100318-C2D3-plate4-wellD8	100818-C1D1-plate4-wellD9	100818-C1D2-plate4-wellD11	100818-C1D3-plate4-wellE1	100818-C2D1-plate4-wellD10	100818-C2D2-plate4-wellD12	100818-C2D3-plate4-wellE2	101018-C1D1-plate4-wellE3	101018-C1D2-plate4-wellE5	101018-C1D3-plate4-wellE7	101018-C2D1-plate4-wellE4	101018-C2D2-plate4-wellE6	101018-C2D3-plate4-wellE8
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;	0	0	0	0	0	0	0	0	0	0	0	0	0	21	50	0	13	0	10	30	31	0	102	69	0	39	148	18	27	180	0	0	14	0	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	7	26	45	12	9	0	0	5	9	4	7	0	0	11	8	0	4	8	0	7	3	14	18	0	0	68	0	24	12	0	271	85	131	167	59	14	167	73	0	730	31	0	0	9	0	0	0	8	10	0	6	5	0	0	0	0	8	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	23	34	0	18	19	17	72	73	95	57	105	37	110	149	130	92	67	35	51	15	0	0	25	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	0	8	0	8	0	0	0	0	0	0	11	0	0	7	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Euduboscquella;Euduboscquella_crenulata;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	55	0	72	166	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	15	16	41	0	0	14	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-12;Dino-Group-II-Clade-12_X;Dino-Group-II-Clade-12_X_sp.;	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	12	0	0	0	7	0	7	0	0	0	7	0	0	7	0	5	12	0	10	16	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;	0	0	0	0	0	0	0	0	0	0	0	0	0	27	52	0	19	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	145	198	17	374	109	0	227	125	0	143	82	0	45	32	0	38	21	0	12	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	33	0	81	127	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	18	0	0	0	0	0	3	0	37	66	0	49	79	35	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;	0	0	2	0	0	0	0	0	0	5	0	0	0	145	168	0	99	103	16	11	31	0	0	45	0	11	23	0	0	19	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	90	21	104	188	165	148	157	87	173	168	125	90	120	33	85	51	5	76	73	21	52	51	59	155	157	75	224	99	277	212	206	125	318	102	303	516	326	409	453	257	267	418	249	159	467	277	61	444	419	65	813	13	16	13	13	0	14	35	0	72	44	173	24	4	38	15	44	36	94	22	66	20	12	197	19	106	103	0	4	42	21	7	42	55	106	26	51	90	99	205	92	18	199	151	223	661	16	238	847	23	85	131	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	0	42	9	0	11	21	32	55	17	49	70	79	41	33	80	22	40	0	3	0	32	11	0	16	0	11	0	10	4	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	10	5	6	19	0	8	8	5	0	0	0	4	0	6	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	4
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-26;Dino-Group-II-Clade-26_X;Dino-Group-II-Clade-26_X_sp.;	0	0	4	0	0	0	0	42	67	0	9	46	0	142	222	38	86	135	12	0	26	0	44	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-2;Dino-Group-II-Clade-2_X;Dino-Group-II-Clade-2_X_sp.;	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	56	0	0	0	0	0	0	0	0	0	0	16	7	0	29	0	0	10	54	42	63	41	60	31	9	0	39	9	0	23	39	0	0	70	10	12	131	10	0	42	11	0	14	60	86	50	108	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1084	848	74	759	260	280	521	795	731	173	112	127	45	138	158	41	341	276	0	476	260	0	2099	8505	57	39	32	0	0	41	13	70	60	159	109	27	79	40	277	33	47	79	25	82	8	89	86	35	93	248	218	3	128	354	12	50	111	0	41	38	34	40	20	16	60	47	25	0	35	58	0	21	0	33	104	147	55	35	143	23	171	13	182	86	86	0	19	0	0	22	0	12	0	0	0	0	12	10	0	0	11	7	10	18	17	0	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-30;Dino-Group-II-Clade-30_X;Dino-Group-II-Clade-30_X_sp.;	0	0	0	0	0	0	0	0	10	0	0	0	0	415	433	8	224	148	0	20	134	9	327	333	0	162	272	0	75	450	0	40	93	0	13	146	0	28	13	0	0	0	0	80	51	0	43	42	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	71	321	45	146	413	481	134	59	529	100	68	143	150	42	43	100	0	260	62	57	121	16	0	42	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-32;Dino-Group-II-Clade-32_X;Dino-Group-II-Clade-32_X_sp.;	0	45	111	0	20	224	15	833	938	28	41	419	0	266	489	44	207	334	40	28	32	0	84	81	0	16	54	0	8	39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	6	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	13	0	0	54	17	4	42	20	0	39	15	0	42	37	0	73	73	0	122	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	10	0	6	0	15	63	0	23	101	0	121	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	8	0	0	80	13	0	7	25	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
