cluster	neighbor	dist	otu_id	Taxonomy	Level1	Level2	Level3	Level4	Level5	Level6	Level7
3	2	0.008574757	399	Eukaryota;Hacrobia;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXX_sp.;	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX
3	6	0.11459264	402	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_subtile;	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonema-Group-1
3	6	0.082478862	409	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Acanthoeca;Acanthoeca_spectabilis;	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecidae_Group_G	Acanthoeca
3	2	0.010309257	441	Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Entophlyctis;Entophlyctis_sp.;	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Entophlyctis
3	2	-0.006700464	447	Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhyzophidiales;Rhyzophidiales_sp.;	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhyzophidiales
3	2	0.009865955	462	Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae;Pseudoperkinsus;Pseudoperkinsus_tapetis;	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Pseudoperkinsidae	Pseudoperkinsus
3	1	0.018286714	530	Eukaryota;Opisthokonta;Metazoa;__;__;__;__;__;__	Eukaryota	Opisthokonta	Metazoa	__	__	__	__
3	1	0.046149781	469	Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Leitoscoloplos;Leitoscoloplos_robustus;	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Leitoscoloplos
3	2	-0.018495183	473	Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;__;__;__	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	__
3	2	0.002552297	493	Eukaryota;Opisthokonta;Metazoa;Arthropoda;__;__;__;__;__	Eukaryota	Opisthokonta	Metazoa	Arthropoda	__	__	__
3	1	-0.002480183	475	Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Branchiopoda;__;__;__	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	__
3	1	-0.035896767	476	Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Crustacea_X;Crustacea_XX;Crustacea_XX_sp.;	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Crustacea_X	Crustacea_XX
3	7	0.045942176	499	Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei;__;__;__	Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Teleostei	__
3	2	0.025350997	506	Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Mya;Mya_arenaria;	Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Mya
3	2	0.022309719	503	Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Macoma;Macoma_balthica;	Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Macoma
3	6	0.068695265	517	Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea_X;Nemertea_XX;__;__;__	Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	__
3	6	0.082363619	539	Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Vampyrellida_X;Vampyrellida_XX;Vampyrellida_XX_sp.;	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellida_X	Vampyrellida_XX
3	2	0.053447321	554	Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X
3	6	0.049152002	557	Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;Marimonadida_X;__;__;__	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	__
3	4	0.117863407	588	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;__;__;__;__;__	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	__	__	__
3	2	0.104662164	568	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage_X;Protaspa-lineage_X_sp.;	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X
3	4	0.028602037	571	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;__;__;__	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	__
3	2	0.019117294	581	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X;Mataza-lineage;Mataza-lineage_X;Mataza-lineage_X_sp.;	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X
3	1	-0.045685081	567	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage;Cryothecomonas;__;__	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas
3	6	0.1035753	615	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;Thalassiosira_pseudonana;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira
3	6	0.101255764	641	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Navicula;Navicula_gregaria;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula
3	6	0.085020706	620	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Melosira;Melosira_nummuloides;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira
3	6	0.082478862	639	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Haslea;Haslea_spicula;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Haslea
3	7	0.080447608	599	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_pumilum;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros
3	6	0.061535144	630	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Berkeleya;Berkeleya_rutilans;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Berkeleya
3	6	0.050463713	628	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Amphora;__;__	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora
3	2	0.028587809	592	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Araphid-pennate;Tabularia;Tabularia_tabulata;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Tabularia
3	2	0.023088638	604	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Cyclotella;Cyclotella_litoralis;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Cyclotella
3	2	-0.008526441	621	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Melosira;__;__	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Melosira
3	4	-0.024375068	629	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Berkeleya;Berkeleya_hyalina;	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Berkeleya
3	6	0.113710311	661	Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Parmales_env_2;Parmales_env_2_X;Parmales_env_2_X_sp.;	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2_X
3	7	0.039430406	662	Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Parmales_env_3;Parmales_env_3A;Parmales_env_3A_sp.;	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_3	Parmales_env_3A
3	6	0.065107623	682	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas;__;__	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas
3	6	0.031101725	678	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas;Paraphysomonas_foraminifera;	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas
3	2	0.025746005	686	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-I;Chrysophyceae_Clade-I_X;Chrysophyceae_Clade-I_X_sp.;	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-I	Chrysophyceae_Clade-I_X
3	7	0.025195963	685	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-H	Chrysophyceae_Clade-H_X
3	2	0.017900445	672	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Spumella;Spumella_elongata;	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Spumella
3	1	0.063341293	694	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Pedinellales_X;Pedinellales_X_sp.;	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X
3	6	0.05208193	707	Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae_X;Phaeophyceae_XX;Ectocarpus;Ectocarpus_siliculosus;	Eukaryota	Stramenopiles	Ochrophyta	Phaeophyceae	Phaeophyceae_X	Phaeophyceae_XX	Ectocarpus
3	1	0.022419175	716	Eukaryota;Stramenopiles;Ochrophyta;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX;__;__;__	Eukaryota	Stramenopiles	Ochrophyta	Xanthophyceae	Xanthophyceae_X	Xanthophyceae_XX	__
3	6	0.050460433	736	Eukaryota;Stramenopiles;Stramenopiles_X;Labyrinthulea;Thraustochytriales;Thraustochytriaceae;Labyrinthuloides;Labyrinthuloides_haliotidis;	Eukaryota	Stramenopiles	Stramenopiles	Labyrinthulea	Thraustochytriales	Thraustochytriaceae	Labyrinthuloides
3	1	0.046149781	732	Eukaryota;Stramenopiles;Stramenopiles_X;Labyrinthulea;Labyrinthulales;Labyrinthulaceae;Oblongichytrium;Oblongichytrium_sp.;	Eukaryota	Stramenopiles	Stramenopiles	Labyrinthulea	Labyrinthulales	Labyrinthulaceae	Oblongichytrium
3	7	-0.00741264	739	Eukaryota;Stramenopiles;Stramenopiles_X;Labyrinthulea;Thraustochytriales;Thraustochytriaceae;Thraustochytriaceae_X;Thraustochytriaceae_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	Labyrinthulea	Thraustochytriales	Thraustochytriaceae	Thraustochytriaceae_X
3	7	0.048621329	769	Eukaryota;Stramenopiles;Stramenopiles_X;MOCH;MOCH-3;MOCH-3_X;MOCH-3_XX;MOCH-3_XX_sp.;	Eukaryota	Stramenopiles	Stramenopiles	MOCH	MOCH-3	MOCH-3_X	MOCH-3_XX
3	7	0.030357716	771	Eukaryota;Stramenopiles;Stramenopiles_X;Oomycota;Oomycota_X;Haliphthorales;Haliphthorales_X;Haliphthorales_X_sp.;	Eukaryota	Stramenopiles	Stramenopiles	Oomycota	Oomycota_X	Haliphthorales	Haliphthorales_X
3	2	0.110682313	784	Eukaryota;Stramenopiles;Stramenopiles_X;Pirsonia_Clade;Pirsonia_Clade_X;Pirsonia_Clade_XX;Pirsonia_Clade__XXX;Pirsonia_Clade__XXX_sp.;	Eukaryota	Stramenopiles	Stramenopiles	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia_Clade__XXX
4	2	0.001960574	13	Eukaryota;Alveolata;Apicomplexa;Apicomplexa_X;__;__;__;__;__	Eukaryota	Alveolata	Apicomplexa	Apicomplexa_X	__	__	__
4	5	0.013865811	59	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;__;__;__	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	__
4	1	0.006850322	56	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Cyclidium_3;Cyclidium_varibonneti;	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	Cyclidium_3
4	2	0.037172136	65	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_8;Dysteriidae;Dysteria_2;Dysteria_2_sp.;	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_8	Dysteriidae	Dysteria_2
4	1	-0.000835109	68	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Synhymenia;Orthodonellidae;Zosterodasys;Zosterodasys_agamalievi;	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Synhymenia	Orthodonellidae	Zosterodasys
4	2	0.082018745	109	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_K;__;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_K	__
4	6	0.048816899	100	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae;Strombidium;Strombidium_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Strombidium
4	5	0.047862232	127	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_07;Tintinnopsis_07;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_07	Tintinnopsis_07
4	6	0.038652207	121	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;Eutintinnidae;Eutintinnidae_X;Eutintinnidae_X_sp.;	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Eutintinnidae	Eutintinnidae_X
4	2	0.03857248	101	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae;__;__;__	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	__
4	2	0.147374646	155	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_spinifera;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax
4	2	0.136243116	180	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;__;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	__
4	6	0.084074615	192	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa
4	1	0.067969763	189	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Diplopsalidaceae;Diplopsalis;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Diplopsalidaceae	Diplopsalis
4	5	0.062742475	201	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Stoeckeria;Stoeckeria_algicida;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Stoeckeria
4	2	0.060861629	158	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrophacaceae;Fragilidium;Fragilidium_subglobosum;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium
4	1	0.060383744	184	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;__;__;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	__	__
4	2	0.056162701	168	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_microreticulatum;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium
4	2	0.055130949	214	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;__;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	__
4	2	0.053960441	156	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_verior;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax
4	2	0.05146488	179	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Polykrikos
4	2	0.037068529	200	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella
4	2	0.032785974	202	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Thoracosphaeraceae_X;Thoracosphaeraceae_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X
4	2	0.032440735	159	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrophacaceae;Pyrophacus;Pyrophacus_steinii;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrophacaceae	Pyrophacus
4	6	0.025104225	146	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium
4	2	0.024915605	213	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Protodinium;Protodinium_simplex;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Protodinium
4	6	0.022128481	162	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo;Akashiwo_sanguinea;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo
4	6	0.015782304	173	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;__;__	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium
4	6	-0.009250478	157	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Lingulodinium;Lingulodinium_polyedra;	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Lingulodinium
4	2	0.112226585	227	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-2;Dino-Group-II-Clade-2_X;Dino-Group-II-Clade-2_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-2	Dino-Group-II-Clade-2_X
4	2	0.106308651	232	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-3	Dino-Group-II-Clade-3_X
4	2	0.082291704	239	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II-Clade-52_X;Dino-Group-II-Clade-52_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II-Clade-52_X
4	2	0.050231755	231	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-39;Dino-Group-II-Clade-39_X;Dino-Group-II-Clade-39_X_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-39	Dino-Group-II-Clade-39_X
4	6	0.029134093	240	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX
4	3	-0.041089685	244	Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX;Perkinsida_XXX_sp.;	Eukaryota	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX
4	2	0.06068384	253	Eukaryota;Amoebozoa;Lobosa;Tubulinea;Leptomyxida;Flabellulidae;Paraflabellula;Paraflabellula_hoguae;	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Leptomyxida	Flabellulidae	Paraflabellula
4	2	0.06056749	256	Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1;Ancyromonas;Ancyromonas_micra;	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas
4	2	0.066684786	291	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;__;__;__;__;__	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	__	__	__
4	1	0.022598718	278	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;__;__;__;__	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	__	__
4	2	0.014158667	273	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastix;Crustomastix_didyma;	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastix
4	2	0.024984703	296	Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;__;__;__	Eukaryota	Archaeplastida	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-B	__
4	2	0.060633953	299	Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus_provasolii;	Eukaryota	Archaeplastida	Chlorophyta	Prasino-Clade-V	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcus
4	2	0.074656897	313	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;__;__;__	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	__
4	2	0.013857976	306	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pterosperma;__;__	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pterosperma
4	5	0.003923827	304	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pterosperma;Pterosperma_cristatum;	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pterosperma
4	2	0.002169503	312	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pyramimonas;Pyramimonas_obovata;	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pyramimonas
4	1	0.057298597	352	Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa_X;Pterocystida;Pterocystida_X;Pterocystida_XX;Pterocystida_XX_sp.;	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Pterocystida	Pterocystida_X	Pterocystida_XX
4	6	0.046009016	392	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;__;__;__;__;__	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	__	__	__
4	2	0.001969807	386	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina;__;__	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina
4	1	-0.034784647	391	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;__;__;__;__	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	__	__
