"663"	"361"	"30"	"565"	"386"
"Sep_14_rep2"	-0.863528771423157	0.474920894586958	-0.511095098692901	-0.249891443958879	0.0952184136119339
"Sep_17_rep1"	-0.855283326677151	0.518773273555477	-0.497270846424957	-0.220642194869139	0.175493178142232
"Sep_17_rep2"	-0.873463837857134	0.523977658344827	-0.533670715590907	-0.216480244989916	0.0606810327313245
"Sep_20_rep1"	-0.850672006264978	0.589104146591833	-0.492200178684044	-0.173421483757518	0.248343006586144
"Sep_20_rep2"	-0.859424526736705	0.608096979792829	-0.510681583460845	-0.16030913584863	0.203132035845293
"Sep_24_rep1"	-0.882462920550342	0.606196705046895	-0.556314151265497	1.29484372603545	0.0524570700122619
"Sep_24_rep2"	0.330820339877167	0.663314509930474	-0.525251116592919	-0.122898842157726	0.199692902142228
"Sep_28_rep1"	-0.89256014580205	0.655016311327423	-0.57919796076687	-0.127501728769364	0.0167225682873027
"Sep_28_rep2"	0.324234119611046	0.716885994793856	-0.541959730406827	-0.0865570341977519	0.187944879633942
"Oct_01_rep1"	0.0811383042511782	0.715822100649653	-0.586505398831616	-0.0864639679043639	0.0414917863868445
"Oct_01_rep2"	-0.895810198449354	0.745643321789526	-0.590915018453042	-0.0663226650921298	0.0509402303842281
"Oct_03_rep1"	-0.88709288589879	0.790185808022849	-0.576193952991918	-0.0366254515528191	0.134698510596975
"Oct_03_rep2"	-0.898147818316068	0.805811360822753	-0.599051230394407	0.899247816622941	0.0724902197543587
"Oct_08_rep1"	-0.886418164624063	0.854759399809821	-0.578605029096691	0.00685807628681154	0.178486799562338
"Oct_08_rep2"	-0.88736423917904	0.885169170100834	-0.582249813060679	0.027381419848335	0.190906115339309
"Oct_10_rep1"	0.318129887861402	0.940374452603688	-0.553672153330181	0.0640000989414444	0.328487938525903
"Oct_10_rep2"	-0.884717390332266	0.952627000972232	-0.580912741891651	0.0727371734125452	0.249253433885964
