#OTU ID	071017-C1D2	071017-C2D1	071017-C2D3	071817-C1D1	071817-C1D2	071817-C1D3	071817-C2D1	072617-C1D1	072617-C1D2	072617-C1D3	072617-C2D1	072617-C2D2	080317-C1D1	080317-C1D2	080317-C1D3	080317-C2D1	081817-C1D1	081817-C1D2	081817-C1D3	081817-C2D1	082417-C1D1	082417-C1D2	082417-C1D3	082417-C2D1	083017-C1D1	083017-C1D2	083017-C1D3	083017-C2D1	level1
denovo8878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	2	Eukaryota; Alveolata; Alveolata_X; Alveolata_XX; Alveolata_XXX; Alveolata_XXXX; Alveolata_XXXXX; Alveolata_XXXXX_sp.
denovo15918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	Eukaryota; Alveolata; Alveolata_X; Alveolata_XX; Alveolata_XXX; Alveolata_XXXX; Alveolata_XXXXX; Alveolata_XXXXX_sp.
denovo19882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Eukaryota; Alveolata; Alveolata_X; Alveolata_XX; Alveolata_XXX; Alveolata_XXXX; Alveolata_XXXXX; Alveolata_XXXXX_sp.
denovo9774	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	0	1	0	0	0	11	1	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Apicomplexa_XX; Apicomplexa_XXX; Apicomplexa_XXXX; Apicomplexa_XXXX_sp.
denovo18185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Colpodellidae; Colpodellidae_X; Colpodella; Colpodella_sp.
denovo7657	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Colpodellidae; Colpodellidae_X; Colpodellidae_XX; Colpodellidae_XX_sp.
denovo15759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Colpodellidae; Colpodellidae_X; Colpodellidae_XX; Colpodellidae_XX_sp.
denovo19790	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Colpodellidae; Colpodellidae_X; Colpodellidae_XX; Colpodellidae_XX_sp.
denovo672	0	3	3	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Gregarines; Cephaloidophoroidea; Cephaloidophoroidea_X; Cephaloidophoroidea_X_sp.
denovo3179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Gregarines; Cephaloidophoroidea; Cephaloidophoroidea_X; Cephaloidophoroidea_X_sp.
denovo1858	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Gregarines; Gregarines_X; Gregarines_XX; Gregarines_XX_sp.
denovo9111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Gregarines; Gregarines_X; Gregarines_XX; Gregarines_XX_sp.
denovo17551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Gregarines; Gregarines_X; Gregarines_XX; Gregarines_XX_sp.
denovo683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Gregarines; Gregarines_X; Selenidium; Selenidium_sp.
denovo19470	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Apicomplexa; Apicomplexa_X; Novel-Apicomplexa-Class-1; Novel-Apicomplexa-Class-1_X; Novel-Apicomplexa-Class-1_XX; Novel-Apicomplexa-Class-1_XX_sp.
denovo713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo3912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo6765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo7593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo7707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo8813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo9162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo9563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo9765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo9841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo16987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17057	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2702	0	0	1	7880	41	6	0	2258	1	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo17885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo18371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo18708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo18736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo18766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo18772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo19048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo19190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo19252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo19278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo19651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; Armophorea; Armophorea_X; Caenomorphidae; Caenomorpha; Caenomorpha_sp.
denovo19126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Cariacotrichea; Cariacotrichea_X; Cariacotrichea_XX; Cariacotrichea_XXX; Cariacotrichea_XXX_sp.
denovo19148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Cariacotrichea; Cariacotrichea_X; Cariacotrichea_XX; Cariacotrichea_XXX; Cariacotrichea_XXX_sp.
denovo9167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; Colpodea; Colpodea_X; Platyophryida; Platyophrya; Platyophrya_sp.
denovo325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo747	0	0	0	0	0	0	1	0	0	6	0	0	0	2	8	0	0	0	94	0	10	58	666	66	1	2	62	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo2774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo2949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo3412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo3645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo3785	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo3883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo7572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo8796	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo9153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo9439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo17136	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo18918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo19780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_3; CONTH_3_X; CONTH_3_XX; CONTH_3_XXX; CONTH_3_XXX_sp.
denovo2789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo3490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo3942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo6836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo9850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo17064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo17863	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4	2	0	31	4	0	22	7	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo18471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo19414	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONTH_8; CONTH_8_X; CONTH_8_XX; CONTH_8_XXX; CONTH_8_XXX_sp.
denovo1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo2941	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo3290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo3868	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo6959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo7073	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo7338	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo7349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo7549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo7725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo9031	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo9455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo9758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo9787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo9916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo9920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo9926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo12781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
denovo12786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota; Alveolata; Ciliophora; CONThreeP; CONThreeP_X; CONThreeP_XX; Askenasia; Askenasia_sp.
