	X071017.C1D2	X071017.C2D1	X071017.C2D3	X071817.C1D2	X071817.C2D1	X072617.C1D1	X072617.C1D2	X072617.C1D3	X072617.C2D1	X072617.C2D2	X080317.C1D1	X080317.C1D2	X080317.C1D3	X080317.C2D1	X081817.C1D1	X081817.C1D2	X081817.C1D3	X081817.C2D1	X082417.C1D1	X082417.C1D2	X082417.C1D3	X082417.C2D1	X083017.C1D1	X083017.C1D2	X083017.C1D3	X083017.C2D1
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Kryptoperidiniaceae; Unruhdinium; Unruhdinium_minima	0	0	0	0	0	7.61692E-05	0	0	0	0	4.58274E-05	2.97885E-05	0.000357689	0	0	0	1.52267E-05	0	2.25513E-05	8.09323E-05	4.81819E-05	1.88253E-05	0	0	3.94135E-05	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Peridiniaceae; Peridinium; Peridinium_sp.	0	0	0	0	0	5.07795E-05	0	1.82475E-05	2.74307E-05	1.13746E-05	4.58274E-05	0	0	0	4.40388E-05	7.16538E-05	0	1.04271E-05	0	0.000161865	8.03032E-06	1.88253E-05	2.80923E-05	1.64756E-05	9.85338E-06	2.63123E-05
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Podolampadaceae; Podolampas; Podolampas_elegans	0	0	0	0	0	2.53897E-05	6.2162E-05	0	2.74307E-05	2.27492E-05	0.000137482	8.93655E-05	0	0	0	0	0	1.04271E-05	0	0	8.03032E-06	9.41265E-06	0	0	0	1.57874E-05
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Chimonodinium; Chimonodinium_lomnickii_var._wierzejskii	0	0	0	1.37627E-05	0	0.000177728	9.94592E-05	1.82475E-05	0.000130296	0.000136495	9.16548E-05	0	0	2.52851E-05	1.10097E-05	0	0	4.17084E-05	7.5171E-06	0	0	0	0	1.64756E-05	9.85338E-06	5.26247E-06
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Ensiculifera; Ensiculifera_imariensis	0	0	0	2.75255E-05	8.32247E-05	0.000203118	0.000174054	0.000109485	6.85768E-05	0.000136495	4.58274E-05	2.97885E-05	1.23341E-05	2.52851E-05	0	0	1.52267E-05	0	1.50342E-05	4.04662E-05	8.03032E-06	0	9.36408E-06	4.94267E-05	1.97068E-05	6.31496E-05
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Luciella; Luciella_sp.	0	0	0	0	0	0	1.24324E-05	0.00021897	0	2.27492E-05	0	0.000119154	0.000222014	0	0	0	0.000121814	0	7.5171E-06	0	4.81819E-05	5.64759E-05	9.36408E-06	6.59022E-05	9.85338E-05	5.26247E-06
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Pentapharsodinium; Pentapharsodinium_sp.	0	0	1.56836E-05	0	2.77416E-05	0	0	0	6.85768E-06	0	0	2.97885E-05	0	0	0	0.000107481	6.09069E-05	1.04271E-05	5.26197E-05	0.000283263	6.42426E-05	7.53012E-05	1.87282E-05	1.64756E-05	2.95601E-05	2.10499E-05
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Pentapharsodinium; Pentapharsodinium_tyrrhenicum	0	0	0	1.37627E-05	2.77416E-05	7.61692E-05	1.24324E-05	1.82475E-05	4.80037E-05	1.13746E-05	4.58274E-05	0	0	0	2.20194E-05	0	1.52267E-05	2.08542E-05	0	0.000161865	8.03032E-06	9.41265E-06	7.49127E-05	8.23778E-05	8.86804E-05	2.63123E-05
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Scrippsiella; Scrippsiella_acuminata	2.26137E-05	0	1.56836E-05	2.75255E-05	2.77416E-05	0.000482405	0.000285945	5.47425E-05	0.000185157	0.000136495	0.000549929	0.000119154	0.000160343	0.000429847	4.40388E-05	7.16538E-05	0.000167494	6.25626E-05	3.00684E-05	0.000202331	6.42426E-05	5.64759E-05	0.00020601	0.000131804	0.000157654	0.00034206
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Scrippsiella; Scrippsiella_sp.	0.000226137	0	6.27343E-05	2.75255E-05	8.32247E-05	0.001218707	0.000348107	0.000346703	0.000404603	0.000409486	0.000733239	0.000714924	0.000505698	0.001087259	0.000286252	0.000250788	0.000152267	7.29897E-05	9.02052E-05	0.000404662	0.000192728	8.47139E-05	0.000655486	0.000757875	0.000305455	0.001799763
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Stoeckeria; Stoeckeria_changwonensis	0.000407046	3.8046E-05	0.000250937	0.000316543	0.000138708	0.000177728	0.000186486	7.299E-05	0.000555472	0.00061423	0.000137482	8.93655E-05	0.00027135	0.000404561	0.001585397	0.004406707	0.000243628	0.000834168	0.00023303	0.000647459	6.42426E-05	0.000254142	0.00025283	0.000214182	0.000128094	0.00078937
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Thoracosphaeraceae; Thoracosphaeraceae_X; Thoracosphaeraceae_X_sp.	0.007575586	0.007799422	0.002352535	0.036746491	0.00907149	0.026481491	0.022950208	0.004434145	0.028418209	0.015446738	0.030154438	0.01331546	0.009768612	0.028142304	0.01757148	0.027515047	0.014617657	0.014775192	0.00759979	0.018857235	0.007090775	0.001731928	0.016471425	0.005832345	0.017450339	0.027312196
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales; Prorocentraceae; Prorocentrum; Prorocentrum_rhathymum	0.000316592	0.000532643	1.56836E-05	0.002752546	0.00036064	2.53897E-05	7.45944E-05	1.82475E-05	2.0573E-05	6.82477E-05	0.000320792	5.9577E-05	8.63387E-05	0.000176996	0.001926697	0.007989395	0.002923531	0.000500501	0.001007292	0.004087083	0.002063793	0.000385919	0.001189239	0.001746408	0.001103579	0.0038837
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Prorocentrales; Prorocentraceae; Prorocentrum; Prorocentrum_sp.	0.000361819	0.00019023	7.84178E-05	1.37627E-05	0	0	0	0	4.11461E-05	7.96224E-05	0	0	0	7.58553E-05	7.70679E-05	3.58269E-05	1.52267E-05	0.000218969	0.000127791	0.000202331	0.000168637	2.8238E-05	0.000721035	0.00014828	9.85338E-06	6.31496E-05
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_brevisulcata	2.26137E-05	0	1.56836E-05	2.75255E-05	0.000277416	7.61692E-05	4.97296E-05	3.6495E-05	0.000226303	0.000193369	0	2.97885E-05	0	0.00010114	3.30291E-05	3.58269E-05	0	0.000104271	2.25513E-05	8.09323E-05	7.22729E-05	9.41265E-06	9.36408E-05	0.000115329	0.000118241	0.000142087
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_cincta	0.000836707	0	0.000203886	0.000550509	0.002080617	5.07795E-05	1.24324E-05	0	2.0573E-05	0	0	0	0	2.52851E-05	0	0	0	2.08542E-05	0	0	0	0	3.74563E-05	1.64756E-05	1.97068E-05	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Biecheleria; Biecheleria_tirezensis	0.000226137	3.8046E-05	6.27343E-05	0.000564272	0.001303853	0.000558574	0.000161621	0.000109485	0.000774917	0.000261616	0	0	0.000172677	0.000176996	0.000176155	3.58269E-05	0	0.000417084	6.76539E-05	0.000890256	0.000144546	1.88253E-05	0.000505661	0.000345987	0.000285748	0.000578871
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Symbiodinium; Symbiodinium_sp.	0.001175912	0.000875057	0.003450385	0	0	0	0	0	0	0	0	2.97885E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiales_X; Suessiales_XX; Suessiales_XX_sp.	0.021912666	0.014914016	0.006273427	0.033457198	0.06172497	0.022952318	0.024317772	0.005383015	0.03558448	0.020770062	0.000916548	0.001310694	0.0015911	0.003110066	0.004569025	0.003152766	0.000639522	0.00416041	0.001307976	0.005786662	0.002047732	0.000348268	0.009944658	0.00448135	0.007794025	0.009425076
Eukaryota; Alveolata; Dinoflagellata; Oxyrrhea; Oxyrrhinales; Oxyrrhinaceae; Oxyrrhis; Oxyrrhis_marina	0.000474887	0.002891493	0.342184094	0.000137627	0.049768358	0	0	0.004087442	5.48614E-05	0	4.58274E-05	0.003336312	0.00675909	0	0	0	0	0	0	0	0	0	9.36408E-06	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I_X; Dino-Group-I_XX; Dino-Group-I_XX_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440112	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I-Clade-1; Dino-Group-I-Clade-1_X; Dino-Group-I-Clade-1_X_sp.	0	0	3.13671E-05	2.75255E-05	0	0	0	0.000109485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000721035	0	3.94135E-05	4.20997E-05
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I-Clade-2; Dino-Group-I-Clade-2_X; Dino-Group-I-Clade-2_X_sp.	0	0	0	0	0	0	0	0	0	2.27492E-05	0	0	1.23341E-05	0	0	0	0	0	0	0	0	0	0.000496297	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I-Clade-3; Dino-Group-I-Clade-3_X; Dino-Group-I-Clade-3_X_sp.	0	0	9.41014E-05	0	0	0	0	1.82475E-05	0	7.96224E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000852132	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I-Clade-4; Dino-Group-I-Clade-4_X; Dino-Group-I-Clade-4_X_sp.	0.001831709	0	0.000784178	0.001169832	0.009043748	0.000482405	1.24324E-05	0.000273713	0	0.00044361	0	0	0.000148009	0.000126425	1.10097E-05	0	1.52267E-05	1.04271E-05	0.000217996	0	0.00025697	1.88253E-05	0.006236481	0.004827336	0.003921646	0.009277727
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I-Clade-4; Euduboscquella; Euduboscquella_crenulata	0	0	0	0.000357831	0	0.000533184	0.000795674	0.000255465	6.85768E-05	0.000261616	0.001741442	0.001578791	0.001603434	0.001163114	0.015655793	0.016050444	0.010308493	0.010489656	7.5171E-06	0	0	2.8238E-05	0.000112369	3.29511E-05	0.000226628	0.000415735
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I-Clade-5; Dino-Group-I-Clade-5_X; Dino-Group-I-Clade-5_X_sp.	0	0	0	0	0	0	0	0	0	2.27492E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001001957	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-I; Dino-Group-I-Clade-7; Dino-Group-I-Clade-7_X; Dino-Group-I-Clade-7_X_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262194	0	2.95601E-05	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II_X; Dino-Group-II_XX; Dino-Group-II_XX_sp.	0.000316592	0.00038046	0.00021957	0.005037159	0.001387078	0.00192962	0.002287561	0.000419693	0.002667636	0.002172553	0.000549929	0.000655347	0.00020968	0.000935548	0.010194982	0.004263399	0.000700429	0.007184268	0.00212734	0.001173519	0.000417577	0.000442395	0.001367156	0.000527218	0.00075871	0.000984081
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-1; Dino-Group-II-Clade-1_X; Dino-Group-II-Clade-1_X_sp.	0.000293978	0	1.56836E-05	1.37627E-05	0	2.53897E-05	1.24324E-05	1.82475E-05	1.37154E-05	2.27492E-05	0	0	0	0	0	0	0	0	0	0	0	2.8238E-05	0.000824039	0.000510742	9.85338E-06	6.84121E-05
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-10-and-11; Dino-Group-II-Clade-10-and-11_X; Dino-Group-II-Clade-10-and-11_X_sp.	0.005585582	0.008864709	0.000595976	1.37627E-05	0	0	0	0	0	0.000204743	0	0	0	0	0	0	0	3.12813E-05	0.000578817	0.000161865	1.60606E-05	9.41265E-06	0.000758491	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-12; Dino-Group-II-Clade-12_X; Dino-Group-II-Clade-12_X_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42768E-05	6.59022E-05	9.85338E-06	0.000105249
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-14; Dino-Group-II-Clade-14_X; Dino-Group-II-Clade-14_X_sp.	2.26137E-05	0	0	2.75255E-05	0	0	2.48648E-05	0	1.37154E-05	3.41239E-05	4.58274E-05	0	2.46682E-05	7.58553E-05	0	3.58269E-05	0	0	1.50342E-05	0	0	0	2.80923E-05	1.64756E-05	0	1.05249E-05
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-15; Dino-Group-II-Clade-15_X; Dino-Group-II-Clade-15_X_sp.	0	0	0	0	0	0	0	0	0	3.41239E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000608666	0.000230658	0.000660177	0.000515722
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-16; Dino-Group-II-Clade-16_X; Dino-Group-II-Clade-16_X_sp.	0.00042966	0.000494597	4.70507E-05	0.003949904	0.002274808	0.002792871	0.001143781	0.000255465	0.001796711	0.000693852	9.16548E-05	0	1.23341E-05	2.52851E-05	0	0	0	1.04271E-05	0	0	0	0	5.61845E-05	3.29511E-05	0.000157654	9.99868E-05
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-17; Dino-Group-II-Clade-17_X; Dino-Group-II-Clade-17_X_sp.	0	0	0	0	0	2.53897E-05	6.2162E-05	3.6495E-05	0	4.54985E-05	0	0	0	0	0	0	0	0	0.002510712	0.000323729	0.00024091	0.000150602	0.000187282	1.64756E-05	4.92669E-05	0.000221024
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-2; Dino-Group-II-Clade-2_X; Dino-Group-II-Clade-2_X_sp.	0.000587956	0.007380916	0.000360722	0.002422241	0.00052709	0.006525161	0.007994032	0.001240831	0.008078342	0.007200136	0.001603959	0.00059577	0.000974394	0.001744671	0.070054718	0.004263399	0.000822243	0.006360527	0.003262422	0.000728391	0.000851214	0.000291792	0.001854089	0.000395413	0.000394135	0.001457703
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-3; Dino-Group-II-Clade-3_X; Dino-Group-II-Clade-3_X_sp.	0.002691029	0.02636585	0.001725193	0.000467933	0.001192887	0.000203118	0.00036054	5.47425E-05	0.001385251	0.00014787	0.000137482	5.9577E-05	4.93364E-05	0	0	0	1.52267E-05	0	0	0	8.03032E-06	0	5.61845E-05	0	0	0
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-30; Dino-Group-II-Clade-30_X; Dino-Group-II-Clade-30_X_sp.	0	0	1.56836E-05	0	0	0	0	0	0	0	9.16548E-05	0	0	2.52851E-05	0	0	3.04535E-05	3.12813E-05	0.014154702	0.002023309	0.00223243	0.001666039	0.055163825	0.037201793	0.011863472	0.061186686
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-32; Dino-Group-II-Clade-32_X; Dino-Group-II-Clade-32_X_sp.	0.000271364	0.00019023	7.84178E-05	0	8.32247E-05	0.000330067	0.000273513	1.82475E-05	1.37154E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8937E-05
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-33; Dino-Group-II-Clade-33_X; Dino-Group-II-Clade-33_X_sp.	0.000972389	0.009739766	9.41014E-05	0.000536746	0	0.001574163	0.001877292	0.000985365	0.0016527	0.001933686	0.000504102	0.000119154	0	0.000657412	0.003214832	0.001218114	6.09069E-05	0.002210544	0.002743742	0.00084979	0.000337274	0.000254142	0.068442097	0.033297087	0.06121906	0.063675832
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-4; Dino-Group-II-Clade-4_X; Dino-Group-II-Clade-4_X_sp.	0.000203523	0.000342414	0	0.000867052	2.77416E-05	0.000507795	0.000559458	0.000164228	0.000864067	0.000682477	0.000549929	0.000655347	0.000296019	0.001517105	0.012683174	0.004084265	0.000472029	0.005578495	0.000849432	0.001011654	0.000521971	0.000112952	0.004457304	0.001466324	0.002079064	0.003620576
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-44; Dino-Group-II-Clade-44_X; Dino-Group-II-Clade-44_X_sp.	0	0.000837011	0	0.000110102	0	7.61692E-05	0	1.82475E-05	8.22921E-05	0	0	0	0	2.52851E-05	0	0	0	0	0	0	0	0	0.000327743	0.000131804	0.000256188	0.00038416
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-5; Dino-Group-II-Clade-5_X; Dino-Group-II-Clade-5_X_sp.	0	0	0	0	0	0	0	0	2.74307E-05	0	4.58274E-05	2.97885E-05	0	5.05702E-05	0	0	1.52267E-05	2.08542E-05	1.50342E-05	8.09323E-05	4.81819E-05	2.8238E-05	0.055959772	0.04446751	0.019864417	0.057255624
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-6; Dino-Group-II-Clade-6_X; Dino-Group-II-Clade-6_X_sp.	0	0	0	0	2.77416E-05	0	2.48648E-05	0	6.85768E-06	7.96224E-05	0	0	0	0	0	0	0	0	7.5171E-06	0	0	0	0.002809225	1.64756E-05	0.000128094	0.000115774
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-II; Dino-Group-II-Clade-7; Dino-Group-II-Clade-7_X; Dino-Group-II-Clade-7_X_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112369	0	0	5.26247E-06
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-III; Dino-Group-III_X; Dino-Group-III_XX; Dino-Group-III_XX_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020601	0	0	3.15748E-05
Eukaryota; Alveolata; Dinoflagellata; Syndiniales; Dino-Group-IV; Dino-Group-IV-Hematodinium-Group; Hematodinium; Hematodinium_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000908316	0	0	5.26247E-06
Eukaryota; Alveolata; Perkinsea; Perkinsida; Perkinsida_X; Perkinsida_XX; Perkinsida_XXX; Perkinsida_XXX_sp.	0	0	1.56836E-05	0	0	0	1.24324E-05	0	0	0	0	0	1.23341E-05	0	0	0	0.001431312	0	7.5171E-06	0	2.4091E-05	9.41265E-06	0	0	1.97068E-05	5.26247E-06
Eukaryota; Alveolata; Perkinsea; Perkinsida; Perkinsida_X; Perkinsida_XX; Perkinsus; Perkinsus_marinus	0	0	0	0	0	2.53897E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00018041	0	0	0	0	0	0	0
Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales; Dolichomastigaceae; Dolichomastix; Dolichomastix_tenuilepis	0	0	0	1.37627E-05	0	0	0	1.82475E-05	0	0	0	0	0	0	3.30291E-05	0	0	0.000229396	0	4.04662E-05	1.60606E-05	0	5.61845E-05	1.64756E-05	0	5.26247E-06
Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus; Ostreococcus_tauri	4.52274E-05	0	0	0	0	2.53897E-05	6.2162E-05	5.47425E-05	4.11461E-05	2.27492E-05	0	0	0	0	0	0	1.52267E-05	0	0.00018041	0.000323729	0.000923487	5.64759E-05	0.000112369	0	2.95601E-05	5.26247E-06
Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Mamiella; Mamiella_gilva	0	0.000114138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52267E-05	0.00039623	0	0	0	0	0.000805311	0.000329511	0.000118241	5.26247E-06
Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas; Micromonas_polaris	0.000361819	0	3.13671E-05	6.88137E-05	2.77416E-05	0	0	0	1.37154E-05	0	4.58274E-05	0	3.70023E-05	0.00010114	2.20194E-05	0.000107481	6.09069E-05	0.00064648	0.000210479	4.04662E-05	0.000104394	3.76506E-05	0.002013278	0.001433373	0.000926218	7.8937E-05
Eukaryota; Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales; Prasinococcales-Clade-B; Prasinococcales-Clade-B_X; Prasinococcales-Clade-B_X_sp.	2.26137E-05	7.60919E-05	3.13671E-05	9.63391E-05	0	0	1.24324E-05	0	1.37154E-05	0	0	0	0	5.05702E-05	0	0	0	5.21355E-05	6.01368E-05	0	3.21213E-05	0	0.001264151	0.000856729	9.85338E-06	4.73622E-05
Eukaryota; Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales; Prasinococcales-Clade-B; Prasinococcales-Clade-B_X; Prasinococcales-Clade-B1_X_sp.	2.26137E-05	3.8046E-05	0	1.37627E-05	0	0	0	0	0	0	0	0	0	0	1.10097E-05	0	1.52267E-05	0.000114698	7.5171E-06	8.09323E-05	3.21213E-05	1.88253E-05	0.000224738	0.000263609	0	5.26247E-06
Eukaryota; Archaeplastida; Chlorophyta; Prasino-Clade-V; Pseudoscourfieldiales; Pycnococcaceae; Pycnococcaceae-clade1; Pycnococcaceae-clade1-sp.	6.78411E-05	0	1.56836E-05	0	0	0	0	0	2.74307E-05	0	0	0	2.46682E-05	0	1.10097E-05	0	6.09069E-05	0.000218969	3.75855E-05	0	0.000265001	9.41265E-06	8.42768E-05	3.29511E-05	0	0
Eukaryota; Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X; Pyramimonadales_XX; Pyramimonas; Pyramimonas_obovata	0.000135682	3.8046E-05	0	0.000178915	5.54831E-05	2.53897E-05	1.24324E-05	0	6.85768E-06	1.13746E-05	0	0	1.23341E-05	0	0	0	0	0	1.50342E-05	0	0	0	9.36408E-06	0	0	0
Eukaryota; Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X; Pyramimonadales_XX; Pyramimonas; Pyramimonas_sp.	0	7.60919E-05	0	0	0	2.53897E-05	3.72972E-05	1.82475E-05	6.85768E-05	1.13746E-05	0	0	0	2.52851E-05	0	0	0	0	2.25513E-05	0	0	0	0.000898952	0.000395413	0	2.10499E-05
Eukaryota; Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellales_X; Picochlorum; Picochlorum_sp.	0.022206644	0.012060569	0.01199793	0.002078172	0.022553888	0.00192962	0.001802698	0.004707857	0.001638985	0.00196781	0.000641584	0.00119154	0.003145197	0.000733268	4.40388E-05	0.000107481	0.004781192	5.21355E-05	0.000586334	0.000687925	0.006030772	0.000263554	0.000337107	0.000790826	0.003261469	0.000584134
Eukaryota; Archaeplastida; Chlorophyta; Ulvophyceae; Ulvales-relatives; Ulvales-relatives_X; Ulva; Ulva_intestinalis	0	0	0	0	0	0	4.97296E-05	3.6495E-05	7.54344E-05	5.68731E-05	0	2.97885E-05	0	0	4.40388E-05	0	1.52267E-05	0	3.75855E-05	0	0	0	0.000168554	3.29511E-05	0.000118241	2.10499E-05
Eukaryota; Archaeplastida; Rhodophyta; Compsopogonophyceae; Erythropeltidales; Erythropeltidales_X; Rhodochaete; Rhodochaete_parvula	0.001175912	0.001559884	0.000392089	0.001018442	0	0.000304677	0.000459999	0.000164228	0.000144011	0.000136495	4.58274E-05	2.97885E-05	0	0	7.70679E-05	0.000107481	3.04535E-05	2.08542E-05	1.50342E-05	0	4.01516E-05	0	0.000149825	4.94267E-05	9.85338E-05	0.000273648
Eukaryota; Archaeplastida; Rhodophyta; Stylonematophyceae; Porphyridiales-2; Stylonematales-Group-I; Bangiopsis; Bangiopsis_subsimplex	0.000701024	0.000152184	0.000266621	0.000426645	0.000110966	0.000304677	0.000348107	9.12375E-05	0.000233161	0.000216118	4.58274E-05	0	0	2.52851E-05	2.20194E-05	3.58269E-05	0	0	2.25513E-05	4.04662E-05	4.01516E-05	0	3.74563E-05	8.23778E-05	0	2.10499E-05
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Citrus; Citrus_trifoliata	0	0	0	0	0	5.07795E-05	0	0	3.42884E-05	1.13746E-05	0	0	1.23341E-05	0	0	0	0	4.17084E-05	0	0	0.000208788	0	9.36408E-06	0	0	0
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Cucurbita; Cucurbita_pepo	2.26137E-05	0	0	0	0	0.000330067	1.24324E-05	0	2.0573E-05	1.13746E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Prunus; Prunus_persica	0	0	0	0	0	0	0	0	2.0573E-05	0	0	0	0	0	0	0	0	2.08542E-05	7.5171E-06	0	0.000192728	9.41265E-06	0	0	0	0
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Reboulia; Reboulia_hemisphaerica	0	0	0	0	0	0	0	0.000602168	0	4.54985E-05	0	0.00020852	0.001159406	2.52851E-05	0	3.58269E-05	0.000243628	0	0.000300684	4.04662E-05	0.002256521	0.000291792	0	1.64756E-05	0.000571496	0
Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Solanum; Solanum_lycopersicum	0	0	0	0	0	7.61692E-05	0	0	0	5.68731E-05	4.58274E-05	0	2.46682E-05	0.000151711	0	0	3.04535E-05	5.21355E-05	0	0	8.03032E-06	9.41265E-05	0	0	0	4.20997E-05
Eukaryota; Excavata; Discoba; Jakobida; Jakobida_X; Jakobida_XX; Jakobida_XXX; Jakobida_XXX_sp.	0.000135682	0.000494597	1.56836E-05	0.000344068	0.000499348	0	0	0.000456188	0	3.41239E-05	0	0	6.16705E-05	0	0	0	0.000152267	0	3.75855E-05	4.04662E-05	4.01516E-05	9.41265E-06	0	0	0	0
Eukaryota; Excavata; Metamonada; Fornicata; Fornicata_X; Hexamitinae-Enteromonadida; Hexamitinae-Enteromonadida_X; Hexamitinae-Enteromonadida_X_sp.	0	0	0	0	0	0	0	0	0	0	0	0	1.23341E-05	0	0	0	0.000669976	0	0	0	0.000682577	0	0	0	4.92669E-05	0
